,difficulty,gaslimit,rate,gasprice,confirmtime
755,2.69957,76869,91.96,3,7
756,2.69957,21040,115.69,2.4,9
757,2.69957,70000,108.47,7,9
758,2.69957,77706,96.52,2,11
759,2.69957,70000,118.93,20,11
760,2.69957,60000,115.89,10,11
761,2.69957,60000,115.89,10,11
762,2.69957,50000,95.24,5,11
763,2.69957,55000,108.3,10,11
764,2.69957,79761,94.03,2,11
765,2.69957,60000,116.79,3,11
766,2.69957,21000,136.05,7,11
767,2.69957,70000,119.13,20,11
768,2.69957,70000,119.13,20,11
769,2.69957,50000,95.24,5,18
770,2.69957,60000,116.36,1.632,82
771,2.69957,50000,95.24,5,84
772,2.69957,50000,95.24,5,86
773,2.69957,50000,95.24,10,88
774,2.69616,21000,115.71,2,0
775,2.69616,70000,119.13,20,2
776,2.69616,210000,116.61,13.9,2
777,2.69616,21000,109.63,8.688,2
778,2.69616,60000,115.89,10,2
779,2.69616,70000,119.13,20,2
780,2.69616,70000,118.93,20,2
781,2.69616,60000,115.89,10,2
782,2.69616,70000,118.93,20,2
783,2.69616,90000,117.13,13.333,4
784,2.69616,50000,105.82,18,13
785,2.69616,235507,111.77,2.55,13
786,2.69616,60000,120.03,19.75,13
787,2.69616,21000,114.29,50,15
788,2.69616,60000,93.12,2.937,17
789,2.69616,21000,119.05,12,17
790,2.69616,400000,115.96,20,17
791,2.69616,21000,126.98,15,17
792,2.69616,106222,117.68,40,19
793,2.69616,600000,116.38,10,19
794,2.69616,210000,109.09,6,19
795,2.69616,55000,95.24,10,19
796,2.69616,1600000,115.78,6.95,21
797,2.69616,90000,120.57,21,21
798,2.69616,200000,127.19,10,21
799,2.69616,74770,113.68,40,21
800,2.69616,21000,114.29,50,21
801,2.69616,90000,114.94,29,23
802,2.6954,1000000,88.64,3,1
803,2.6954,211396,114.02,5,3
804,2.6954,70000,119.13,20,3
805,2.6954,150000,109.56,10,3
806,2.6954,70000,118.93,20,3
807,2.6954,90000,114.94,29,3
808,2.6954,21000,119.05,8,3
809,2.6954,70000,118.93,20,3
810,2.6954,70000,118.93,20,3
811,2.6954,70000,119.13,20,3
812,2.6954,407408,118.41,5,3
813,2.6954,70000,119.13,20,3
814,2.6954,70000,119.13,20,3
815,2.6954,21000,79.37,6,3
816,2.6954,21000,119.05,20,3
817,2.6954,90000,114.94,29,3
818,2.6954,21000,119.05,40,5
819,2.6954,21000,119.05,40,5
820,2.6954,21000,119.05,40,5
821,2.6954,166666,114.29,50,5
822,2.6954,22000,116.4,45,5
823,2.6954,166666,114.29,50,5
824,2.6954,250000,126.22,4,5
825,2.6954,25200,137.03,6.95,5
826,2.6954,120000,116.24,6.95,5
827,2.6954,21000,119.05,40,5
828,2.6954,55000,117.75,41,7
829,2.6954,104418,105.01,7,7
830,2.6954,166666,114.29,50,8
831,2.6954,240000,103.6,2,8
832,2.6954,90000,115.69,2,8
833,2.6954,52016,128.17,3,9
834,2.6954,60000,111.64,7,9
835,2.6954,90000,114.94,29,9
836,2.6954,21000,112.04,51,9
837,2.6954,75000,110.89,2.975,9
838,2.6954,25200,119.05,20,9
839,2.6954,21000,113.38,21,10
840,2.6954,76869,129.93,3,11
841,2.6954,42000,115.49,2.4,11
842,2.6954,55000,154.98,2.5,11
843,2.6954,93000,118,40,11
844,2.6954,21040,115.77,2.4,14
845,2.6954,79761,94.03,2,16
846,2.6954,60000,115.71,3,16
847,2.6954,145653,109.52,6,16
848,2.6954,157476,114.66,2,16
849,2.6954,1000000,113.48,6,16
850,2.6954,21000,115.89,3,16
851,2.6954,90000,115.83,37,18
852,2.6954,1600000,128.03,3,18
853,2.6954,50000,95.24,5,33
854,2.6954,50000,95.24,5,35
855,2.68147,25200,114.57,58.188,1
856,2.68147,21000,109.89,13,7
857,2.68147,53000,121.7,20,7
858,2.68147,21000,119.05,40,9
859,2.68147,21000,119.05,40,9
860,2.68147,25200,114.5,45.746,12
861,2.68147,200000,119.05,20,14
862,2.68147,200000,119.05,20,14
863,2.68147,30000,111.11,30,20
864,2.68147,21000,116.96,57,20
865,2.68147,21000,116.96,57,22
866,2.68147,21000,109.89,13,27
867,2.68147,21000,114.29,50,27
868,2.68147,21000,119.05,20,27
869,2.68147,21000,119.05,60,29
870,2.68147,51997,117.27,41,29
871,2.68147,25200,114.5,45.746,31
872,2.68147,500000,112.79,10.5,31
873,2.68147,21000,101.97,14.01,31
874,2.68147,21000,119.05,60,31
875,2.68147,21000,95.24,10,33
876,2.68147,200000,116.29,80,33
877,2.68147,90000,119.05,20,33
878,2.68147,90000,114.94,29,46
879,2.68147,21000,119.05,12,48
880,2.68147,90000,117.13,13.333,50
881,2.68147,21000,124.22,23,50
882,2.68147,90000,95.24,10,52
883,2.68147,210000,115.78,14,54
884,2.68147,60000,117.81,46.439,54
885,2.68147,21000,129.87,11,58
886,2.68147,25200,114.5,45.746,62
887,2.68147,90000,115.64,40,65
888,2.68147,120000,119.11,15,73
889,2.68147,21000,109.89,13,75
890,2.68147,65000,102.02,14,77
891,2.68147,210000,123.65,17,77
892,2.68147,210000,123.65,17,79
893,2.68147,150000,109.53,10,92
894,2.68147,112000,123.93,14,94
895,2.68147,166666,114.29,50,96
896,2.68147,55000,125.26,10,98
897,2.68333,55000,87.27,5.3,10
898,2.68333,25200,136.05,7,12
899,2.68333,250000,113.27,10,12
900,2.68333,25200,136.05,7,14
901,2.68333,350000,116.2,5.8,17
902,2.68333,60000,111.64,7,17
903,2.68333,100000,129.09,6,23
904,2.68333,500000,112.99,8,23
905,2.68333,100000,109.4,10,27
906,2.68333,21000,136.05,7,30
907,2.68333,150000,111.23,7,30
908,2.68333,21000,79.37,6,32
909,2.68333,21000,95.24,5,34
910,2.68333,21000,136.05,7,34
911,2.68333,21000,136.05,7,36
912,2.68333,60000,111.64,7,38
913,2.68333,25200,136.05,7,38
914,2.68333,112000,108.44,8,38
915,2.68333,250000,131.82,10,40
916,2.68333,21000,136.05,7,40
917,2.68333,60000,114.63,7,51
918,2.68333,200000,109.53,7,53
919,2.68333,60000,109.39,7,53
920,2.68333,60000,112.45,6.95,55
921,2.68333,21000,136.05,7,57
922,2.68333,21000,136.05,7,57
923,2.68333,55000,87.27,5.3,57
924,2.68333,103000,108.44,8,59
925,2.68333,60000,115.82,6.667,59
926,2.68333,100000,103.82,6,61
927,2.68333,120000,116.89,7,61
928,2.68333,506671,117.31,6,63
929,2.68333,600000,115.65,6,63
930,2.68333,21000,136.05,7,63
931,2.68333,145990,108.72,6,67
932,2.68333,1000000,118.63,6,67
933,2.68333,50000,95.24,5,70
934,2.68333,36530,115.83,4,72
935,2.68333,400000,115.59,14,74
936,2.68333,60000,128.97,7,76
937,2.68333,120000,114.42,50,80
938,2.68333,120000,114.42,50,80
939,2.68333,120000,114.42,50,80
940,2.68333,60000,114.63,7,86
941,2.68333,21000,136.05,7,86
942,2.68333,21000,136.05,7,88
943,2.68333,21000,115.61,4,95
944,2.68333,90000,115.83,37,97
945,2.68333,105028,114.26,40,99
946,2.68333,120000,114.42,50,99
947,2.68333,105156,114.12,40,99
948,2.68388,53000,115.69,2,0
949,2.68388,21000,136.05,7,0
950,2.68388,21000,136.05,7,2
951,2.68388,600000,115.47,3,2
952,2.68388,4300000,112.85,22,2
953,2.68388,21000,136.05,7,2
954,2.68388,211396,114.02,5,2
955,2.68388,21000,129.87,11,2
956,2.68388,21000,116.34,2.6,22
957,2.68388,100000,128.02,4,29
958,2.68388,1600000,127.87,3,31
959,2.68388,1600000,127.87,3,33
960,2.68388,1600000,128.03,3,35
961,2.68388,25200,115.92,3.344,35
962,2.68388,1600000,127.87,3,35
963,2.68388,42000,115.51,3,40
964,2.68388,1000000,88.64,3,42
965,2.68388,153905,129.95,2,42
966,2.68388,1600000,127.87,3,42
967,2.68388,1600000,127.87,3,44
968,2.68388,1600000,127.87,3,46
969,2.68388,1000000,115.76,2,48
970,2.68388,182000,126.19,4,52
971,2.68388,60000,77.87,2.406,56
972,2.68388,21000,115.67,2,57
973,2.68388,447784,118.23,2.55,61
974,2.68388,80000,116.24,1.7,63
975,2.68388,42000,115.81,3,67
976,2.68388,46246,135.15,4,67
977,2.68388,52967,94.4,2,71
978,2.68388,157476,115.77,2,71
979,2.68388,1600000,127.87,3,77
980,2.68388,1600000,127.87,3,77
981,2.68388,1600000,128.03,3,77
982,2.68388,1600000,127.87,3,77
983,2.68388,150000,89.01,3,82
984,2.68388,25200,115.83,2,90
985,2.68388,284410,114.38,5,92
986,2.68388,63000,114.57,2.4,94
987,2.68388,72471,137.99,2,98
988,2.68574,350000,116.18,5.8,1
989,2.68574,90000,119.05,40,1
990,2.68574,50000,95.24,5,1
991,2.68574,55000,95.24,10,1
992,2.68574,21000,119.05,12,1
993,2.68574,145501,109.89,6,1
994,2.68574,250000,109.29,10,1
995,2.68574,675000,106.96,6.5,3
996,2.68574,50000,95.24,5,5
997,2.68574,80000,103.64,8,6
998,2.68574,182000,137.14,4,6
999,2.68574,60000,112.32,20,6
1000,2.68574,60000,136.05,7,6
1001,2.68574,76869,129.93,3,6
1002,2.68574,25200,121.26,11.781,6
1003,2.68574,100000,100.43,3,8
1004,2.68574,50000,95.24,5,8
1005,2.68574,60000,131.43,5.785,8
1006,2.68574,37716,115.46,50,8
1007,2.68574,65000,127.35,8.1,8
1008,2.68574,37652,115.72,50,8
1009,2.68574,50000,95.24,5,8
1010,2.68574,90000,114.94,29,15
1011,2.68574,235000,112.02,8,15
1012,2.68574,306910,116.03,5,15
1013,2.68574,100000,118.06,18,15
1014,2.68574,37716,115.46,50,15
1015,2.68574,37716,115.46,50,15
1016,2.68574,57200,115.38,50,17
1017,2.68574,21000,119.05,8,17
1018,2.68574,610000,111.29,7,17
1019,2.68574,200000,114.97,50,17
1020,2.68574,40000,137.03,6.95,17
1021,2.68574,115000,116.78,13,17
1022,2.68574,90000,114.24,30,19
1023,2.68574,100000,116.05,71,19
1024,2.68574,21000,105.82,9,19
1025,2.68574,50000,95.24,5,19
1026,2.68574,50000,95.24,5,23
1027,2.68574,50000,95.24,5,36
1028,2.68574,50000,95.24,5,40
1029,2.68574,50000,95.24,5,53
1030,2.68574,50000,95.24,5,64
1031,2.68574,50000,95.24,5,68
1032,2.68574,50000,95.24,5,70
1033,2.68574,50000,95.24,5,78
1034,2.68574,50000,95.24,5,83
1035,2.68574,50000,95.24,5,89
1036,2.68574,50000,95.24,5,93
1037,2.68574,50000,95.24,5,95
1038,2.68574,50000,95.24,5,97
1039,2.68574,50000,95.24,5,99
1040,2.68498,120000,116.03,51,1
1041,2.68498,52541,95.16,2,1
1042,2.68498,21040,115.87,3,1
1043,2.68498,50000,95.24,5,1
1044,2.68498,60000,111.64,7,1
1045,2.68498,40625,123.08,10,1
1046,2.68498,60000,115.89,10,3
1047,2.68498,60000,116.38,3,3
1048,2.68498,60000,115.68,3,3
1049,2.68498,55000,95.24,10,3
1050,2.68498,50000,95.24,5,3
1051,2.68498,70000,119.13,20,3
1052,2.68498,21000,114.94,3,3
1053,2.68498,1000000,113.85,6,3
1054,2.68498,21000,102.04,14,3
1055,2.68498,70000,119.13,20,3
1056,2.68498,21000,116.22,2.02,5
1057,2.68498,21000,116.78,2.02,5
1058,2.68498,3000000,89.42,3,7
1059,2.68498,135963,116.01,1.711,7
1060,2.68498,21000,115.63,2.02,14
1061,2.68498,21000,116.38,2,14
1062,2.68498,21000,115.67,2,14
1063,2.68498,21000,116.38,2,14
1064,2.68498,300000,115.5,2,14
1065,2.68498,1000000,116.24,2,27
1066,2.68553,21000,116.14,41,0
1067,2.68553,21000,136.05,7,0
1068,2.68553,103857,149.25,2,2
1069,2.68553,74770,113.68,40,2
1070,2.68553,279319,120.56,2.7,2
1071,2.68553,21000,95.24,10,2
1072,2.68553,60000,136.05,7,5
1073,2.68553,74770,113.68,40,5
1074,2.68553,55000,133.3,4.097,5
1075,2.68553,38018,115.79,1.92,5
1076,2.68553,21000,132.27,14.401,5
1077,2.68553,21000,95.24,10,5
1078,2.68553,65000,127.17,8.1,5
1079,2.68553,45000,116.96,57,5
1080,2.68553,21000,119.05,12,5
1081,2.68553,1710654,112.8,1.7,81
1082,2.68345,1000000,116.03,2,5
1083,2.68345,21000,136.05,7,5
1084,2.68345,60000,109.39,7,5
1085,2.68345,250000,107.25,4,5
1086,2.68345,42000,116.38,3,8
1087,2.68345,42000,116.33,3,8
1088,2.68345,50000,123.69,7.7,8
1089,2.68345,42000,116.13,3,8
1090,2.68345,503518,114.46,30,8
1091,2.68345,500000,113.68,15,10
1092,2.68345,50000,95.24,5,10
1093,2.68345,44485,115.67,2,10
1094,2.68345,21000,115.69,2,12
1095,2.68345,21000,114.29,50,12
1096,2.68345,42000,116.1,3,14
1097,2.68345,55000,87.27,5.3,14
1098,2.68345,100000,117.61,50,14
1099,2.68345,50000,95.24,5,16
1100,2.68345,21000,136.05,7,16
1101,2.68345,52332,95.54,2,16
1102,2.68345,21000,95.24,10,16
1103,2.68345,250000,107.99,3,16
1104,2.68345,72000,108.72,7,18
1105,2.68345,100000,125.79,21,18
1106,2.68345,21000,136.05,7,18
1107,2.68345,50000,95.24,5,18
1108,2.68345,42000,116.4,3,18
1109,2.68345,1000000,130.7,5,18
1110,2.68345,42000,116.1,3,20
1111,2.68345,70000,118.93,20,20
1112,2.68345,70000,119.13,20,20
1113,2.68345,70000,118.93,20,20
1114,2.68345,210000,123.44,17,20
1115,2.68345,210000,120.52,6,22
1116,2.68345,88132,121.57,2.8,22
1117,2.68345,70000,119.13,20,22
1118,2.68345,90000,114.94,29,22
1119,2.68345,21000,136.05,7,22
1120,2.68345,76869,129.93,3,22
1121,2.68345,60000,104.26,5.47,22
1122,2.68345,90000,95.24,10,25
1123,2.68345,60000,102.11,4.281,25
1124,2.68345,50000,95.24,5,25
1125,2.68345,210000,120.62,6,25
1126,2.68345,200000,116.15,50,25
1127,2.68345,441305,120.26,1.7,27
1128,2.68345,50000,95.24,5,29
1129,2.68345,90000,95.24,10,34
1130,2.68345,104770,113.68,40,34
1131,2.68269,21000,95.24,10,2
1132,2.68269,60000,110.64,7,2
1133,2.68269,500000,112.7,2,2
1134,2.68269,90000,119.05,20,2
1135,2.68269,21000,119.05,40,4
1136,2.68269,21000,112.04,51,4
1137,2.68269,40000,114.29,25,4
1138,2.68269,25200,136.05,7,6
1139,2.68269,200000,113.68,17,6
1140,2.68269,21000,136.05,7,8
1141,2.68269,1000000,116.39,2,8
1142,2.68269,105000,119.05,40,8
1143,2.68269,100000,115.92,11,13
1144,2.68269,165484,152.71,2,13
1145,2.68269,25200,114.5,45.746,13
1146,2.68269,21000,114.29,50,15
1147,2.68269,104418,105.01,7,15
1148,2.68269,21000,136.05,7,15
1149,2.68269,42000,116.33,3,15
1150,2.68269,60000,102.96,4.625,15
1151,2.68269,100000,115.65,71,15
1152,2.68269,100000,108.23,22,17
1153,2.68269,21000,114.29,50,17
1154,2.68269,25200,136.05,7,19
1155,2.68269,273474,114.92,7,19
1156,2.68269,300000,119.05,12,19
1157,2.68269,90000,114.94,29,44
1158,2.68269,50000,116.29,1,62
1159,2.68269,50000,116.24,1,62
1160,2.68269,50000,115.84,1,62
1161,2.68269,50000,115.86,1,64
1162,2.68269,50000,116.33,1,64
1163,2.68269,50000,116.34,1,66
1164,2.68269,50000,115.81,1,66
1165,2.68269,50000,114.95,1,66
1166,2.68269,50000,115.62,1,68
1167,2.68269,50000,116.76,1,68
1168,2.68269,50000,116.1,1,68
1169,2.68269,50000,116.24,1,70
1170,2.68269,50000,116.29,1,70
1171,2.68269,50000,116.29,1,77
1172,2.68269,50000,116.38,1,77
1173,2.68269,50000,116.24,1,77
1174,2.68269,50000,116.1,1,79
1175,2.68269,50000,115.52,1,79
1176,2.68269,50000,115.76,1,79
1177,2.68269,50000,115.91,1,79
1178,2.68269,50000,115.62,1,79
1179,2.68269,50000,115.62,1,86
1180,2.68269,50000,115.81,1,88
1181,2.68324,400000,113.55,20,0
1182,2.68324,211396,114.02,5,0
1183,2.68324,21000,118.31,8.05,0
1184,2.68324,41000,116.38,2,0
1185,2.68324,25200,136.05,7,0
1186,2.68324,60000,117.35,42.719,2
1187,2.68324,72000,108.72,7,4
1188,2.68324,30000,111.11,30,4
1189,2.68324,250000,109.9,2,4
1190,2.68324,300000,95.24,10,6
1191,2.68324,80000,116.26,1.6,6
1192,2.68324,117000,112.5,16,6
1193,2.68324,41906,118.12,20,8
1194,2.68324,21000,89.85,5.3,8
1195,2.68324,1000000,116.25,2,8
1196,2.68324,79761,94.03,2,10
1197,2.68324,21000,116.13,3,21
1198,2.68324,42000,115.86,3,21
1199,2.68324,42000,116.29,3,28
1200,2.68324,42000,115.81,3,30
1201,2.68324,1600000,127.87,3,30
1202,2.68324,42000,114.97,3,32
1203,2.68324,60000,107.04,10,32
1204,2.68324,42000,116.32,3,32
1205,2.68324,4000000,115.87,3,55
1206,2.68324,300000,116.72,1.6,66
1207,2.68379,200000,115.3,7,1
1208,2.68379,65000,127,8.1,3
1209,2.68379,21000,136.05,7,3
1210,2.68379,60000,116.3,7,3
1211,2.68379,509327,116.42,6,3
1212,2.68379,200000,116.09,7,3
1213,2.68379,65000,126.94,8.1,3
1214,2.68379,50000,95.24,5,5
1215,2.68379,58300,114.29,50,5
1216,2.68379,750000,114.63,8,5
1217,2.68379,50000,95.24,5,8
1218,2.68379,210000,123.44,17,8
1219,2.68379,210000,105.02,10.3,8
1220,2.68379,150000,116.02,50,8
1221,2.68379,400000,117.1,14,8
1222,2.68379,50000,95.24,5,10
1223,2.68379,152391,117.2,57,10
1224,2.68379,60000,136.05,7,10
1225,2.68379,50000,95.24,5,12
1226,2.68379,60000,115.82,6.667,12
1227,2.68379,21000,129.87,11,14
1228,2.68379,211396,114.02,5,14
1229,2.68379,21000,128.12,18.583,14
1230,2.68379,42000,115.22,3,16
1231,2.68379,235000,112.31,8,16
1232,2.68379,21000,114.29,33.333,16
1233,2.68379,42000,116.1,3,16
1234,2.68379,200000,118.3,41,16
1235,2.68379,60000,112.59,20,16
1236,2.68379,42000,115.87,3,25
1237,2.68379,42000,115.73,3,27
1238,2.68379,50000,95.24,5,27
1239,2.68379,42000,115.73,3,29
1240,2.68379,50000,95.24,5,31
1241,2.68379,50000,95.24,5,38
1242,2.68379,50000,95.24,5,40
1243,2.68379,50000,95.24,5,42
1244,2.68303,126061,114.48,30,3
1245,2.68303,37135,118.22,41,3
1246,2.68303,21000,119.05,12,3
1247,2.68303,121045,125.17,2,3
1248,2.68489,50000,95.24,5,7
1249,2.68489,50000,95.24,5,11
1250,2.68489,50000,95.24,5,13
1251,2.68489,50000,95.24,5,28
1252,2.68675,90000,115.57,1.6,15
1253,2.68675,352741,120.92,1.6,30
1254,2.69048,38370,115.86,2,11
1255,2.69048,38370,115.85,2,11
1256,2.69048,50000,95.24,5,11
1257,2.69048,500000,109.81,2.4,13
1258,2.69026,42000,115.89,3,13
1259,2.69026,36721,116.71,7,13
1260,2.69026,21000,126.98,15,15
1261,2.69026,21000,129.87,11,15
1262,2.69026,210000,117.88,16.6,15
1263,2.69026,100000,104.78,10,15
1264,2.69026,50000,95.24,5,15
1265,2.69026,21000,111.11,30,15
1266,2.69026,22000,123.46,27,15
1267,2.69026,42000,119.05,20,15
1268,2.69026,420000,115.79,2,17
1269,2.69026,60000,115.89,10,17
1270,2.69026,60000,116.03,10,17
1271,2.69026,60000,114.56,3,17
1272,2.69026,100000,110.74,20,17
1273,2.69026,237108,132.6,1.6,17
1274,2.69026,79761,94.03,2,17
1275,2.69026,21000,129.87,11,17
1276,2.68819,60000,115.89,10,2
1277,2.68819,118836,113.73,20,2
1278,2.68819,21000,129.87,11,2
1279,2.68819,130000,126.63,6,4
1280,2.68819,57270,115.24,50,4
1281,2.68819,70000,119.13,20,4
1282,2.68819,43872,101.93,8.05,4
1283,2.68819,21000,136.05,7,4
1284,2.68819,66666,112.52,66,6
1285,2.68819,66666,119.55,66,6
1286,2.68819,60000,112.75,7,6
1287,2.68819,200000,136.05,7,6
1288,2.68819,90000,126.96,15,8
1289,2.68819,60000,109.01,7,8
1290,2.68819,200000,115.03,13,8
1291,2.68819,120000,116.75,30,8
1292,2.68819,47654,119.91,7,8
1293,2.68819,65168,115.41,20,9
1294,2.68819,75186,110.65,20,9
1295,2.68819,150000,109.61,10,9
1296,2.68819,210000,115.78,14,9
1297,2.68819,115168,117.48,20,9
1298,2.68819,121000,117.27,134,10
1299,2.68819,60000,102.73,8,11
1300,2.68819,74106,113.36,20,11
1301,2.68819,25200,136.05,7,11
1302,2.68819,40885,118.38,50,11
1303,2.68819,126061,117.93,30,11
1304,2.68819,75210,110.6,20,11
1305,2.68819,21000,122.89,31,13
1306,2.68819,120000,121.07,20,17
1307,2.68819,60000,117.06,7,17
1308,2.68819,50000,123.69,7.7,19
1309,2.68819,114000,115.67,15,19
1310,2.68819,50000,95.24,5,19
1311,2.68819,21000,119.05,8,19
1312,2.68819,21000,111.11,30,19
1313,2.68819,90000,119.05,60,19
1314,2.68819,74782,111.65,20,19
1315,2.68819,42000,119.05,20,19
1316,2.68819,50000,95.24,5,21
1317,2.68819,90000,114.94,29,21
1318,2.68819,250000,113.27,10,21
1319,2.68819,58300,114.29,50,21
1320,2.68819,41906,118.12,20,21
1321,2.68819,74770,113.68,40,21
1322,2.68819,50000,95.24,5,23
1323,2.68819,21000,119.05,20,23
1324,2.68819,1000000,119.05,60,23
1325,2.68819,42000,119.05,20,25
1326,2.68819,37965,130.08,7,25
1327,2.68819,60000,107.7,7,25
1328,2.68819,21000,136.05,7,25
1329,2.68819,90000,95.24,10,25
1330,2.68819,21000,102.04,14,26
1331,2.68819,472888,115.46,30,26
1332,2.68819,75156,110.73,20,28
1333,2.68819,50000,95.24,5,28
1334,2.68819,72000,132.21,7,28
1335,2.68819,200000,101.12,7.7,34
1336,2.68819,500000,113.24,8.05,34
1337,2.6848,21000,95.24,5,2
1338,2.6848,179572,110.25,2.8,2
1339,2.6848,25200,95.24,5,6
1340,2.6848,36668,115.22,2.24,13
1341,2.6848,250000,84.77,4,19
1342,2.6848,300000,97.99,2,28
1343,2.6848,192512,108.09,2,30
1344,2.6848,1600000,127.87,3,43
1345,2.6848,55921,115.8,2,43
1346,2.6848,21000,113.38,4.2,45
1347,2.6848,21000,113.38,4.2,45
1348,2.6848,21000,113.38,4.2,45
1349,2.6848,300000,115.7,2,49
1350,2.6848,21000,116.29,2.4,49
1351,2.6848,41000,116.29,2,57
1352,2.6848,254755,119.34,2,57
1353,2.6848,90000,115.71,2,57
1354,2.6848,25200,111.23,4.281,59
1355,2.6848,21000,114.97,3,66
1356,2.6848,79761,94.03,2,66
1357,2.6801,150000,116.91,7,1
1358,2.6801,265407,122.5,5,1
1359,2.6801,166666,114.29,50,2
1360,2.6801,60000,111.64,7,2
1361,2.6801,166666,114.29,50,3
1362,2.6801,78172,109.65,7,3
1363,2.6801,36560,109.41,20,3
1364,2.6801,200000,127.19,10,3
1365,2.6801,400000,115.17,14,3
1366,2.6801,21000,119.05,60,5
1367,2.6801,50000,95.24,5,5
1368,2.6801,200200,125.6,7,7
1369,2.6801,21000,108.84,8.75,9
1370,2.6801,42000,119.05,20,9
1371,2.6801,21000,116.96,57,9
1372,2.6801,50000,95.24,10,9
1373,2.6801,60000,85.59,5.219,11
1374,2.6801,21000,116.96,57,11
1375,2.6801,42000,119.05,20,11
1376,2.6801,42000,119.05,20,13
1377,2.6801,200000,121,7.7,13
1378,2.6801,41480,113.38,21,13
1379,2.6801,41480,113.38,21,13
1380,2.6801,600000,114.01,7,15
1381,2.6801,150000,114.29,50,15
1382,2.6801,52267,114.8,10,15
1383,2.6801,25200,114.5,45.746,18
1384,2.6801,43767,117.03,41,20
1385,2.6801,42000,119.05,20,20
1386,2.6801,36682,153.74,6,20
1387,2.6801,42000,119.05,20,20
1388,2.6801,25200,136.05,7,22
1389,2.6801,300000,118.72,20,22
1390,2.6801,62792,99.84,8.05,24
1391,2.6801,50000,123.69,7.7,24
1392,2.6801,90000,115.62,4,26
1393,2.6801,25200,119.05,60,26
1394,2.6801,42000,119.05,20,28
1395,2.6801,21000,136.05,7,30
1396,2.6801,150000,115.87,50,32
1397,2.6801,25200,95.24,5,32
1398,2.6801,150000,114.69,50,32
1399,2.6801,21000,119.05,12,32
1400,2.6801,150000,115.87,50,32
1401,2.6801,150000,115.5,50,32
1402,2.6801,74770,111.68,20,34
1403,2.6801,50000,126.98,15,34
1404,2.6801,21000,113.38,21,34
1405,2.6801,116000,108.44,6,34
1406,2.6801,100000,89.76,5,34
1407,2.6801,21000,116.14,41,34
1408,2.6801,22088,120,45.273,36
1409,2.6801,148655,115.32,7,36
1410,2.6801,21000,136.05,7,36
1411,2.6801,25200,136.05,7,36
1412,2.6801,60000,136.05,7,36
1413,2.6801,2000000,125.17,10,39
1414,2.6801,90000,116.4,25,39
1415,2.6801,21000,119.05,20,39
1416,2.6801,21000,136.05,7,39
1417,2.6801,60000,119.4,33.333,39
1418,2.6801,21000,119.05,20,39
1419,2.6801,65000,99.84,9,39
1420,2.6801,50000,95.24,5,49
1421,2.6801,50000,95.24,5,53
1422,2.6801,50000,95.24,5,55
1423,2.6801,25200,95.24,5,62
1424,2.6801,50000,95.24,5,62
1425,2.6801,50000,95.24,5,64
1426,2.6801,50000,95.24,5,66
1427,2.6801,50000,95.24,5,68
1428,2.6801,50000,95.24,5,77
1429,2.6801,50000,95.24,5,88
1430,2.6801,50000,95.24,5,90
1431,2.68196,79761,94.03,2,0
1432,2.68196,55000,118.93,41,0
1433,2.68196,1000000,116.42,2,0
1434,2.68196,79761,94.03,2,0
1435,2.68196,33490,115.64,1.6,0
1436,2.68196,79761,94.03,2,0
1437,2.68196,52967,94.4,2,0
1438,2.68196,100000,136.46,6,0
1439,2.68196,67882,95.75,2,0
1440,2.68196,60000,115.89,10,2
1441,2.68196,70000,118.93,20,2
1442,2.68196,70000,118.93,20,2
1443,2.68196,200000,122.91,7.7,2
1444,2.68196,70000,119.13,20,2
1445,2.68196,21000,116.24,2,3
1446,2.68196,21000,136.05,7,4
1447,2.68196,65000,127.3,8.1,4
1448,2.68196,100000,118.45,15,4
1449,2.68196,65000,99.86,9,4
1450,2.68196,88132,121.57,2.8,4
1451,2.68196,60000,116.44,7,6
1452,2.68196,80000,103.64,8,6
1453,2.68196,100000,115.6,3,7
1454,2.68196,100000,115.83,3,7
1455,2.68196,125000,102.85,4,7
1456,2.68196,100000,115.52,3,7
1457,2.68196,100000,114.75,3,7
1458,2.68196,100000,115.52,3,7
1459,2.68196,100000,115.7,3,7
1460,2.68196,42000,115.91,3,9
1461,2.68196,74770,113.68,40,9
1462,2.68196,74770,113.68,40,9
1463,2.68196,25200,136.05,7,9
1464,2.68196,300000,119.39,5,11
1465,2.68196,70000,113.74,7,11
1466,2.68196,1000000,117.32,2,11
1467,2.68196,21000,136.05,7,13
1468,2.68196,103000,114.55,10,13
1469,2.68196,211396,114.02,5,13
