,height,date,difficulty,gaslimit,rate,gaspricel1,confirmtime,transaction_count,size,reward,rewardl1,gaslimitbl1,gasprice
1300,7130558,26194947,2.66E+15,50000,95.24,7,84,46,13247,3.12,3.2,8007811,4
1301,7130559,26195022,2.65E+15,21000,119.05,4,6,73,17120,3.1,3.12,8000029,5
1302,7130560,26195034,2.65E+15,21000,119.05,5,4,60,17897,3.08,3.1,8000029,3
1303,7130561,26195047,2.66E+15,700000,111.03,3,37,67,24261,3.04,3.08,8007840,2
1304,7130562,26195050,2.66E+15,400000,131.42,2,71,49,14934,3.03,3.04,8000029,1.5
1305,7130563,26195131,2.65E+15,21000,136.05,1.5,28,65,25389,3.07,3.03,8000029,4
1306,7130564,26195133,2.66E+15,300000,124.72,4,1,48,14850,3.02,3.07,8007840,1.3
1307,7130565,26195140,2.66E+15,660000,116.88,1.3,5,23,12278,3.03,3.02,8000029,1.3
1308,7130567,26195201,2.66E+15,50000,115.71,1.3,62,66,18088,3.05,3.03,8000029,1
1309,7130568,26195246,2.65E+15,50000,123.69,1,5,62,20977,3.07,3.05,8000021,5
1310,7130569,26195322,2.65E+15,109165,91.6,5,60,78,19279,3.07,3.07,8000029,3
1311,7130570,26195331,2.65E+15,135963,146.49,3,63,26,20649,3.06,3.07,8000029,3
1312,7130571,26195340,2.65E+15,250000,116.34,3,61,34,18859,3.03,3.06,8000029,1.4
1313,7130572,26195344,2.65E+15,60000,115.83,1.4,214,12,9718,3.03,3.03,8000000,1.3
1314,7130573,26195356,2.65E+15,568019,115.73,1.3,1,41,21919,3.07,3.03,8000029,3
1315,7130574,26195404,2.66E+15,211396,114.02,3,4,7,24766,3.19,3.07,8007840,1.3
1316,7130576,26195425,2.66E+15,500005,103.83,1.3,443,2,13140,3.03,3.19,8000021,1.422
1317,7130577,26195431,2.66E+15,100000,115.82,1.422,928,16,13491,3.04,3.03,8000029,1.3
1318,7130579,26195605,2.65E+15,90000,79.37,1.3,61,74,24504,3.06,3.04,7992222,1
1319,7130580,26195610,2.65E+15,50000,95.24,1,66,50,21158,3.07,3.06,8000029,5
1320,7130581,26195618,2.66E+15,233545,130.08,5,74,24,16084,3.05,3.07,8000000,1.4
1321,7130582,26195622,2.66E+15,750000,98.94,1.4,15,1,7047,3.02,3.05,8000029,6
1322,7130584,26195636,2.66E+15,6000000,111.44,6,111,3,3178,3.02,3.02,8000029,1.51
1323,7130585,26195653,2.66E+15,65000,116.37,1.51,269,62,20759,3.06,3.02,8000029,1.3
1324,7130586,26195709,2.66E+15,233545,130.08,1.3,14,33,12623,3.04,3.06,8000029,1.3
1325,7130587,26195727,2.66E+15,70000,119.13,1.3,15,50,17620,3.09,3.04,8000029,1.3
1326,7130588,26195729,2.66E+15,4000000,115.66,1.3,11,34,12938,3.03,3.09,8000000,3
1327,7130590,26195740,2.67E+15,100000,115.53,3,990,19,8946,3.03,3.03,8000029,1.3
1328,7130592,26195808,2.67E+15,70000,119.13,1.3,20,40,19572,3.06,3.03,8000029,1.4
1329,7130594,26195832,2.67E+15,1600000,115.81,1.4,44,1,19083,3.06,3.06,8000029,1.87
1330,7130595,26195843,2.67E+15,4000000,114.98,1.87,6,29,16464,3.05,3.06,7999992,1.3
1331,7130596,26195846,2.67E+15,39863,121.61,1.3,1,23,5903,3.02,3.05,8000000,4
1332,7130599,26195909,2.68E+15,72471,98.56,4,2,12,2983,3.02,3.02,8000029,1.3
1333,7130603,26200019,2.68E+15,235507,106.88,1.3,56,42,20999,3.12,3.02,8000029,1.4
1334,7130605,26200030,2.68E+15,65000,127,1.4,2,31,22281,3.06,3.12,8000029,2
1335,7130607,26200048,2.68E+15,50000,116.38,2,34,66,19884,3.02,3.06,8000029,1
1336,7130608,26200053,2.69E+15,935000,98.19,1,3,65,26009,3.11,3.02,8000029,2
1337,7130613,26200245,2.68E+15,70000,118.93,2,16,93,21106,3.05,3.11,8000000,2
1338,7130614,26200254,2.68E+15,50000,116.24,2,116,25,13568,3.07,3.05,8000029,1
1339,7130615,26200256,2.69E+15,4000000,115.93,1,120,1,23693,3.05,3.07,8000029,3
1340,7130619,26200400,2.69E+15,117988,83.23,3,20,12,20100,3.02,3.05,8000029,2
1341,7130621,26200414,2.69E+15,70000,119.13,2,12,68,26490,3.08,3.02,8003914,2
1342,7130623,26200507,2.69E+15,21000,136.05,2,3,17,23665,3.08,3.08,8003914,1.5
1343,7130624,26200512,2.69E+15,1600000,135.72,1.5,2,29,14268,3.03,3.08,8000029,1.5
1344,7130625,26200527,2.69E+15,70000,119.13,1.5,13,50,31298,3.04,3.03,8000029,2
1345,7130626,26200532,2.69E+15,635000,99.62,2,2,14,5418,3.01,3.04,8000029,3.5
1346,7130628,26200621,2.69E+15,211396,114.02,3.5,35,91,25940,3.06,3.01,8007840,3
1347,7130630,26200704,2.69E+15,21000,114.29,3,11,4,4371,3.02,3.06,8007840,37
1348,7130631,26200715,2.69E+15,122898,113.92,37,20,38,21779,3.05,3.02,8000000,4
1349,7130632,26200718,2.69E+15,1600000,127.87,4,31,88,21022,3.03,3.05,8000029,1
1350,7130633,26200800,2.69E+15,1260000,120.83,1,20,43,24840,3.08,3.03,8000029,4.8
1351,7130634,26200806,2.69E+15,123090,113.74,4.8,7,52,19763,3.05,3.08,8007840,2
1352,7130635,26200815,2.69E+15,123090,113.74,2,3,44,18321,3.06,3.05,8000029,1.611
1353,7130638,26200936,2.68E+15,1600000,117.73,1.611,76,36,17294,3.06,3.06,8000029,2
1354,7130640,26201029,2.68E+15,21000,115.48,2,30,13,21391,3.06,3.06,8000029,2
1355,7130641,26201031,2.68E+15,50000,115.81,2,192,30,18294,3.03,3.06,8000029,1
1356,7130642,26201123,2.68E+15,70000,105.98,1,15,49,25707,3.09,3.03,8000029,5
1357,7130643,26201152,2.68E+15,1200000,124.69,5,21,90,27437,3.08,3.09,8000029,3
1358,7130645,26201206,2.68E+15,83886,90.61,3,15,42,16631,3.02,3.08,8000029,1.5
1359,7130646,26201229,2.68E+15,2000000,116.39,1.5,17,34,8066,3.11,3.02,8000029,20
1360,7130647,26201233,2.68E+15,21000,116.31,20,19,40,21516,3.08,3.11,8003921,4
1361,7130648,26201242,2.68E+15,200000,130.75,4,4,59,20388,3.17,3.08,8011736,2
1362,7130649,26201258,2.68E+15,36225,138.03,2,4,43,18868,3.05,3.17,8003951,1
1363,7130650,26201259,2.68E+15,119902,125.1,1,3509,5,11584,3.03,3.05,8000029,2
1364,7130652,26201314,2.69E+15,50000,115.9,2,4,13,16981,3.02,3.03,8000029,1
1365,7130654,26201351,2.69E+15,400000,119.4,1,13,32,18247,3.06,3.02,8000029,1.51
1366,7130655,26201401,2.69E+15,120000,90.54,1.51,8,47,23080,3.05,3.06,8000029,1.7
1367,7130658,26201453,2.69E+15,400000,135.67,1.7,10,99,25248,3.08,3.05,8000029,2
1368,7130659,26201518,2.69E+15,21000,110.92,2,25,1,1378,3.03,3.08,8000029,1.7
1369,7130660,26201530,2.69E+15,500000,124.16,1.7,14,7,24430,3.06,3.03,8000029,1.7
1370,7130662,26201610,2.69E+15,21000,116.36,1.7,8,52,17738,3.12,3.06,8000029,3.344
1371,7130663,26201613,2.69E+15,56098,116.31,3.344,21,53,16094,3.03,3.12,8000029,1.6
1372,7130666,26201650,2.69E+15,675000,139.5,1.6,8,23,17295,3.04,3.03,8000029,1.5
1373,7130668,26201739,2.69E+15,21000,119.05,1.5,15,93,21528,3.09,3.04,8000000,2
1374,7130669,26201805,2.69E+15,1600000,128.03,2,32,49,19798,3.04,3.09,8000029,1.51
1375,7130670,26201818,2.69E+15,2451000,115.79,1.51,8,44,15881,3.06,3.04,8000029,2
1376,7130671,26201820,2.69E+15,51459,118.44,2,6,3,9893,3.03,3.06,8000029,2.65
1377,7130672,26201855,2.69E+15,21000,119.05,2.65,26,75,25564,3.07,3.03,8000029,2
1378,7130673,26201920,2.69E+15,21000,119.05,2,13,59,25670,3.09,3.07,8000029,2
1379,7130676,26202032,2.68E+15,21000,115.76,2,30,32,14579,3.04,3.09,8000029,1.564
1380,7130677,26202052,2.68E+15,50000,95.24,1.564,2,42,27722,3.09,3.04,8003914,3
1381,7130680,26202128,2.69E+15,21000,116.29,3,17,60,26179,3.02,3.09,8011729,1
1382,7130681,26202150,2.69E+15,150000,120.78,1,3,56,15511,3.1,3.02,8019565,1.7
1383,7130683,26202322,2.68E+15,36985,105.34,1.7,14,81,24242,3.04,3.1,8011758,2
1384,7130686,26202401,2.68E+15,65000,127.22,2,6,41,14092,3.06,3.04,8000029,1.6
1385,7130687,26202448,2.67E+15,228019,133.59,1.6,41,111,24267,3.06,3.06,8000029,1.5
1386,7130688,26202459,2.67E+15,2000000,116.39,1.5,2,28,18234,3.06,3.06,8000000,2
1387,7130689,26202505,2.68E+15,50000,115.9,2,10,29,18830,3.02,3.06,8000029,1
1388,7130690,26202514,2.68E+15,100000,116.34,1,161,42,15298,3.04,3.02,8000029,1.5
1389,7130691,26202539,2.68E+15,50000,116.33,1.5,21,107,21576,3.04,3.04,8000029,1
1390,7130692,26202543,2.68E+15,60000,115.89,1,2,34,10786,3.04,3.04,8000029,1.5
1391,7130693,26202611,2.68E+15,1794708,113.81,1.5,17,46,18772,3.06,3.04,8000029,1.4
1392,7130694,26202633,2.67E+15,400000,117.34,1.4,45,3,26565,3.11,3.06,7992222,5
1393,7130697,26202704,2.68E+15,2250000,115.06,5,2892,5,7029,3.03,3.11,8000000,1.4
1394,7130699,26202725,2.68E+15,70000,118.93,1.4,13,52,22053,3.06,3.03,8000029,3
1395,7130700,26202740,2.68E+15,235655,125.47,3,32,18,8013,3.11,3.06,8007840,1.4
1396,7130702,26202755,2.68E+15,676500,139.91,1.4,1,16,4608,3.02,3.11,8000029,1.4
1397,7130704,26202812,2.69E+15,126061,101.66,1.4,16,23,6339,3.02,3.02,8000029,1.4
1398,7130705,26202906,2.68E+15,104354,105.13,1.4,19,33,23209,3.09,3.02,8000029,2
1399,7130707,26203044,2.67E+15,1600000,127.87,2,113,42,18897,3.03,3.09,8000029,2
1400,7130708,26203052,2.67E+15,100000,116.08,2,102,59,16034,3.04,3.03,8000029,1.5
1401,7130709,26203058,2.67E+15,51460,116.6,1.5,2,2,880,3,3.04,8000029,26.991
1402,7130712,26203202,2.67E+15,50000,116.24,26.991,47,105,20102,3.02,3,8003899,1
1403,7130713,26203212,2.67E+15,119977,125.02,1,3,41,18043,3.05,3.02,8000029,2
1404,7130715,26203226,2.68E+15,100000,116.29,2,223,8,12657,3.03,3.05,8000029,1.5
1405,7130717,26203244,2.68E+15,6000000,116.28,1.5,2047,5,7922,3.21,3.03,8000029,1.5
1406,7130718,26203306,2.68E+15,250000,115.8,1.5,149,10,23548,3.06,3.21,8000029,1.4
1407,7130719,26203315,2.68E+15,21000,116.14,1.4,1,1,3238,3.02,3.06,8000029,41
1408,7130720,26203344,2.68E+15,150000,117.72,41,25,6,3695,3.04,3.02,8003869,20
1409,7130721,26203355,2.68E+15,50000,95.24,20,4,63,22459,3.07,3.04,7996942,3
1410,7130722,26203410,2.68E+15,50000,95.24,3,9,46,24824,3.06,3.07,8000029,2
1411,7130724,26203523,2.67E+15,228084,133.54,2,1,50,14381,3.03,3.06,8000029,1.469
1412,7130725,26203530,2.68E+15,1600000,127.87,1.469,39,56,19195,3.14,3.03,8000029,2
1413,7130726,26203545,2.68E+15,30000,95.24,2,3,5,2093,3,3.14,8000029,5
1414,7130727,26203557,2.68E+15,100000,115.54,5,21,60,23112,3.07,3,7992222,1.4
1415,7130731,26203629,2.68E+15,21000,115.84,1.4,19,71,22678,3.06,3.07,8000000,1.4
1416,7130732,26203631,2.69E+15,1600000,128.03,1.4,21,4,2800,3.01,3.06,8000029,3
1417,7130735,26203650,2.69E+15,21000,119.04,3,2,42,21040,3.06,3.01,8007840,1.47
1418,7130736,26203702,2.69E+15,146132,108.38,1.47,7,11,5677,3.01,3.06,8000029,4.101
1419,7130738,26203723,2.69E+15,70530,106.34,4.101,2051,5,13007,3.13,3.01,8007840,2
1420,7130739,26203728,2.69E+15,100000,116.41,2,14,10,8114,3.02,3.13,8000029,1.5
1421,7130740,26203751,2.69E+15,1000000,105.95,1.5,105,2,13613,3.06,3.02,8000029,1.51
1422,7130741,26203829,2.69E+15,400000,115.76,1.51,28,46,27933,3.08,3.06,8000029,3
1423,7130742,26203840,2.69E+15,1600000,127.87,3,15,24,14952,3.02,3.08,8000000,1.4
1424,7130743,26203843,2.69E+15,6000000,116.28,1.4,2354,6,7909,3.03,3.02,8000029,1.4
1425,7130744,26203905,2.69E+15,70000,118.93,1.4,18,46,20304,3.07,3.03,8000029,3
1426,7130746,26204000,2.69E+15,1200000,132.42,3,39,4,13947,3.04,3.07,8007840,4.101
1427,7130747,26204010,2.69E+15,1600000,116.41,4.101,83,18,10345,3.01,3.04,8023485,2
1428,7130748,26204011,2.69E+15,50000,116.24,2,135,46,14814,3.02,3.01,8015680,1
1429,7130749,26204014,2.69E+15,7200026,116.02,1,1214,1,8575,3.13,3.02,8007873,2
1430,7130751,26204040,2.70E+15,100000,116.4,2,9,59,22454,3.07,3.13,8000066,3
1431,7130752,26204115,2.69E+15,1176961,116.13,3,46,34,12867,3.02,3.07,8007840,1.422
1432,7130753,26204119,2.70E+15,2250000,115.06,1.422,3747,5,8489,3.04,3.02,8000029,1.3
1433,7130755,26204301,2.68E+15,21000,119.05,1.3,28,37,28185,3.08,3.04,8000029,5
1434,7130756,26204321,2.68E+15,200000,127.12,5,54,16,25834,3.06,3.08,8000029,1.4
1435,7130757,26204325,2.69E+15,21000,116.29,1.4,80,14,15159,3.04,3.06,8000029,2
1436,7130759,26204337,2.69E+15,42000,119.05,2,1,20,10059,3.02,3.04,8000029,1.5
1437,7130760,26204344,2.69E+15,150000,121.8,1.5,6,21,18533,3.05,3.02,8000029,3
1438,7130761,26204349,2.69E+15,500005,116.83,3,1375,4,3994,3.02,3.05,8000029,1.3
1439,7130762,26204354,2.69E+15,250000,116.25,1.3,3455,14,20362,3.03,3.02,8000029,1
1440,7130763,26204410,2.69E+15,500005,121.14,1,1396,1,24929,3.06,3.03,8000029,1.422
1441,7130764,26204424,2.69E+15,1232459,121.39,1.422,2303,3,18719,3.04,3.06,8000029,1.4
1442,7130768,26204522,2.70E+15,21000,136.05,1.4,34,65,23249,3.06,3.04,8000029,2
1443,7130771,26204657,2.69E+15,200000,114.4,2,110,29,11873,3.02,3.06,8000029,1.5
1444,7130772,26204658,2.69E+15,90769,110.17,1.5,30,3,5161,3.02,3.02,8000029,1.5
1445,7130774,26204726,2.69E+15,119977,125.02,1.5,5,50,13458,3.04,3.02,8000000,1.4
1446,7130775,26204728,2.70E+15,6000000,115.42,1.4,3213,25,6609,3.02,3.04,8000029,1.3
1447,7130776,26204750,2.69E+15,60000,106.6,1.3,14,18,6917,3.05,3.02,8000029,20
1448,7130777,26204823,2.69E+15,150000,121.8,20,34,34,23242,3.07,3.05,8000000,2
1449,7130778,26204845,2.69E+15,70000,119.13,2,21,76,23077,3.09,3.07,8000029,1
1450,7130779,26204849,2.69E+15,100000,116.25,1,62,23,22765,3.13,3.09,8000000,1.5
1451,7130780,26204904,2.70E+15,419464,115.64,1.5,90,7,20133,3.05,3.13,7992222,1
1452,7130782,26204919,2.70E+15,50000,115.48,1,131,5,7202,3.02,3.05,8000000,1
1453,7130785,26205019,2.70E+15,75210,113.02,1,6,38,17115,3.17,3.02,8000000,3
1454,7130786,26205026,2.70E+15,1000000,133.82,3,4,41,16525,3.04,3.17,8007840,1.6
1455,7130787,26205032,2.70E+15,111558,116.23,1.6,1,16,12413,3.02,3.04,8000021,1.3
1456,7130789,26205051,2.70E+15,60000,110.01,1.3,5,11,9526,3.02,3.02,8000029,1.4
1457,7130790,26205101,2.70E+15,250000,115.82,1.4,1530,5,18727,3.06,3.02,8000029,1.3
1458,7130791,26205104,2.71E+15,184699,124.94,1.3,1225,7,6697,3.03,3.06,8000000,1
1459,7130792,26205110,2.71E+15,179572,118.73,1,395,4,13248,3.04,3.03,8000029,1.3
1460,7130796,26205150,2.71E+15,179572,118.73,1.3,70,1,8752,3.04,3.04,8000029,1.3
1461,7130797,26205235,2.71E+15,21000,136.05,1.3,36,122,27034,3.08,3.04,8000029,1.5
1462,7130798,26205240,2.71E+15,400000,114.91,1.5,10,18,16360,3.04,3.08,8000029,1.421
1463,7130801,26205259,2.71E+15,350000,126.67,1.421,64,2,8742,3.12,3.04,8000029,1.6
1464,7130802,26205303,2.72E+15,300000,115.67,1.6,5250,7,5924,3.02,3.12,8000029,1.186
1465,7130803,26205338,2.72E+15,101816,116.41,1.186,21,35,26966,3.07,3.02,8000029,2
1466,7130804,26205356,2.71E+15,710000,110.45,2,33,2,15942,3.04,3.07,8000029,1.8
1467,7130805,26205403,2.72E+15,50000,95.24,1.8,42,15,15954,3.04,3.04,8000029,1.324
1468,7130806,26205414,2.72E+15,65000,127.23,1.324,1,3,14763,3.04,3.04,8000029,8.1
1469,7130807,26205439,2.72E+15,50000,95.01,8.1,20,71,18294,3.06,3.04,8000029,1.3
1470,7130808,26205444,2.72E+15,960000,97.67,1.3,1,32,15901,3.05,3.06,8000000,2.1
1471,7130809,26205453,2.72E+15,500000,122.05,2.1,12,13,15407,3.02,3.05,8000029,1.4
1472,7130810,26205552,2.71E+15,21000,116.14,1.4,33,76,22051,3.1,3.02,8000029,2.1
1473,7130811,26205618,2.71E+15,50000,116.24,2.1,18,89,25139,3.05,3.1,8000029,1
1474,7130812,26205716,2.71E+15,4000000,114.29,1,32,119,25863,3.11,3.05,8000029,5
1475,7130813,26205757,2.70E+15,675000,139.5,5,38,66,17201,3.15,3.11,8000029,1
1476,7130815,26205851,2.70E+15,42000,116.26,1,38,78,26702,3.15,3.15,8000029,2
1477,7130816,26205922,2.70E+15,120000,115.62,2,71,101,26234,3.05,3.15,8000029,1.469
1478,7130817,26205925,2.70E+15,100000,116.25,1.469,134,41,11418,3.04,3.05,8000029,1.5
1479,7130818,26205953,2.70E+15,1000000,114.75,1.5,20,67,17848,3.05,3.04,8000029,2
1480,7130819,26205957,2.70E+15,21000,116.21,2,18,20,8229,3.02,3.05,8000029,1.5
1481,7130820,26210011,2.70E+15,2000000,115.35,1.5,10,31,8639,3.05,3.02,8000029,10
1482,7130821,26210025,2.70E+15,62509,115.55,10,6,57,22704,3.06,3.05,8000029,3
1483,7130822,26210055,2.70E+15,1000000,116.23,3,48,88,25534,3.06,3.06,8007840,1.5
1484,7130823,26210115,2.70E+15,60000,116.38,1.5,309,66,23082,3.08,3.06,8000029,1.469
1485,7130824,26210125,2.70E+15,52393,116.38,1.469,18,7,12858,3.15,3.08,8000029,2.2
1486,7130825,26210128,2.70E+15,2250000,115.06,2.2,4954,10,7269,3.03,3.15,8000029,1.4
1487,7130826,26210135,2.71E+15,62697,116.27,1.4,397,10,19241,3.04,3.03,8000029,1
1488,7130829,26210224,2.71E+15,72471,98.56,1,419,48,19732,3.08,3.04,8000029,1.4
1489,7130830,26210235,2.71E+15,250000,119.35,1.4,1,31,33643,3.09,3.08,8000029,7
1490,7130831,26210237,2.71E+15,420622,122.04,7,1,15,10509,3.03,3.09,8007840,1.4
1491,7130832,26210241,2.71E+15,300000,123.15,1.4,5811,20,13115,3.04,3.03,8000029,1.324
1492,7130834,26210326,2.71E+15,2100000,116.27,1.324,15,56,28179,3.09,3.04,8000029,5
1493,7130835,26210343,2.71E+15,90000,125.02,5,7,57,27894,3.08,3.09,8000029,3
1494,7130836,26210401,2.71E+15,75930,120.32,3,11,69,23874,3.06,3.08,8007840,2
1495,7130837,26210413,2.71E+15,1700000,111.96,2,9,39,13733,3.04,3.06,8000029,2
1496,7130838,26210414,2.71E+15,60000,116.7,2,4,43,20619,3.02,3.04,8000029,1
1497,7130839,26210445,2.71E+15,678000,129.54,1,27,71,34658,3.08,3.02,8000029,2.4
1498,7130840,26210449,2.71E+15,544231,115.58,2.4,2,28,16906,3.04,3.08,8000029,1.4
1499,7130841,26210458,2.71E+15,21000,125.31,1.4,9,26,20038,3.05,3.04,8000029,1.51
1500,7130842,26210506,2.71E+15,300660,114.78,1.51,2,51,18815,3.05,3.05,8000029,1.4
1501,7130843,26210618,2.70E+15,21000,136.05,1.4,54,64,26546,3.1,3.05,8000029,2
1502,7130844,26210622,2.71E+15,200000,105.79,2,64,31,11007,3.03,3.1,8000000,1.324
1503,7130845,26210653,2.70E+15,21000,136.05,1.324,6,85,22633,3.08,3.03,8000029,2
1504,7130846,26210717,2.70E+15,77403,115.65,2,14,77,22184,3.05,3.08,8000029,1.4
1505,7130847,26210728,2.70E+15,70000,119.13,1.4,7,18,3809,3.02,3.05,8000000,10
1506,7130848,26210741,2.70E+15,90000,116.69,10,20,86,24188,3.06,3.02,8000029,1
1507,7130850,26210820,2.70E+15,60000,116.29,1,12,27,9421,3.02,3.06,8000029,1.4
1508,7130851,26210848,2.70E+15,250000,111.04,1.4,23,56,23197,3.16,3.02,8000029,2
1509,7130852,26210906,2.70E+15,250000,121.88,2,17,54,20331,3.05,3.16,7992222,2
1510,7130853,26210913,2.70E+15,50000,115.9,2,9,41,15893,3.01,3.05,7999992,1
1511,7130854,26210922,2.70E+15,50000,116.24,1,5,13,3639,3.01,3.01,8000029,1
1512,7130855,26210923,2.71E+15,81506,122.69,1,2,26,8901,3.02,3.01,8000000,1.5
1513,7130858,26210948,2.71E+15,220534,93.51,1.5,42,11,7476,3.03,3.02,8000029,1.4
1514,7130859,26211002,2.71E+15,21000,136.05,1.4,11,28,15497,3.05,3.03,8000000,1.47
1515,7130860,26211009,2.71E+15,150000,115.87,1.47,2,22,5459,3.03,3.05,7992222,1
1516,7130861,26211014,2.71E+15,300000,123.15,1,6264,42,9335,3.02,3.03,8000000,1
1517,7130863,26211051,2.71E+15,100000,96.05,1,34,35,18943,3.04,3.02,8000029,3
1518,7130867,26211132,2.72E+15,21000,116.07,3,64,7,16680,3.04,3.04,8007811,2
1519,7130869,26211208,2.72E+15,21000,116.24,2,15,18,10251,3.02,3.04,8000029,1.4
1520,7130874,26211334,2.71E+15,21000,109.89,1.4,4,29,19929,3.03,3.02,8000029,1.5
1521,7130875,26211413,2.71E+15,1835000,109.54,1.5,36,17,22447,3.14,3.03,8000029,11
1522,7130876,26211451,2.71E+15,1600000,77.85,11,74,2,15605,3.04,3.14,8000000,3.1
1523,7130878,26211459,2.71E+15,100000,116.23,3.1,80,31,15870,3.05,3.04,8007811,1.5
1524,7130880,26211529,2.71E+15,7600027,132.07,1.5,1092,1,3054,3,3.05,8000000,2
1525,7130881,26211530,2.71E+15,50000,116.33,2,22,21,19502,3.03,3,8000029,1
1526,7130882,26211538,2.71E+15,6000000,115.42,1,1507,4,11975,3.02,3.03,8000029,1.3
1527,7130884,26211555,2.72E+15,400000,115.21,1.3,1,16,5683,3.03,3.02,8000029,1
1528,7130885,26211615,2.72E+15,6720000,120.56,1,16,45,8988,3.04,3.03,8000029,3
1529,7130887,26211621,2.72E+15,505648,118.66,3,22,6,9271,3.03,3.04,8007840,1.47
1530,7130889,26211657,2.72E+15,319843,126.12,1.47,4672,6,5091,3.02,3.03,8000029,1.4
1531,7130890,26211725,2.72E+15,1700000,112.03,1.4,1,20,16553,3.05,3.02,8000029,2
1532,7130891,26211729,2.72E+15,660000,98.02,2,3,64,18767,3.04,3.05,8000029,1.4
1533,7130893,26211808,2.72E+15,500000,130.89,1.4,6,5,6332,3.01,3.04,8000000,1.351
1534,7130894,26211840,2.72E+15,760000,112.67,1.351,29,111,30687,3.09,3.01,8000029,5
1535,7130895,26211926,2.71E+15,6720000,120.56,5,53,12,17651,3.05,3.09,8000000,3
1536,7130896,26211932,2.71E+15,336373,125.6,3,50,21,8422,3.02,3.05,8007811,1.47
1537,7130897,26211935,2.72E+15,235655,142.2,1.47,47,18,9186,3.03,3.02,8000029,1
1538,7130898,26211953,2.72E+15,21000,124.22,1,10,35,11033,3.04,3.03,8000029,4.41
1539,7130900,26212024,2.72E+15,235655,142.2,4.41,35,17,6137,3.01,3.04,7992222,1.47
1540,7130902,26212039,2.72E+15,21000,116.33,1.47,12,43,13318,3.03,3.01,8000029,1.4
1541,7130903,26212054,2.72E+15,505648,127.14,1.4,65,29,15923,3.04,3.03,8000029,1.4
1542,7130904,26212149,2.71E+15,21000,136.05,1.4,31,43,24990,3.07,3.04,8000029,5
1543,7130905,26212208,2.71E+15,105000,115.2,5,2,146,31964,3.04,3.07,8007840,1
1544,7130906,26212218,2.71E+15,50000,115.54,1,54,15,11205,3.03,3.04,8000029,1.4
1545,7130907,26212315,2.71E+15,441305,119.26,1.4,27,51,23420,3.07,3.03,8000029,1.47
1546,7130908,26212345,2.70E+15,55000,103.04,1.47,25,103,24372,3.04,3.07,8000029,1
1547,7130909,26212356,2.70E+15,6720000,110.52,1,15,18,9172,3.03,3.04,8000000,5
1548,7130913,26212436,2.71E+15,336661,114.66,5,49,33,20852,3.07,3.03,8007811,1.47
1549,7130914,26212450,2.71E+15,133000,102.47,1.47,43,15,9205,3.02,3.07,8000000,1.47
1550,7130915,26212505,2.71E+15,37017,118.6,1.47,8,39,17901,3.04,3.02,8000029,2
1551,7130916,26212511,2.71E+15,441305,119.26,2,19,7,10069,3.02,3.04,8000029,1.4
1552,7130918,26212529,2.71E+15,50000,114.58,1.4,102,4,17675,3.01,3.02,8000029,1.4
1553,7130919,26212544,2.71E+15,21000,119.05,1.4,6,58,19321,3.04,3.01,8000029,1
1554,7130920,26212549,2.72E+15,6000000,116.28,1,8657,5,6129,3.02,3.04,8000000,1
1555,7130921,26212600,2.72E+15,250000,122.33,1,7,52,17806,3.03,3.02,8000029,1.399
1556,7130922,26212703,2.71E+15,21000,126.98,1.399,52,75,26937,3.15,3.03,8000029,2
1557,7130923,26212730,2.71E+15,110000,109.57,2,60,10,11918,3.03,3.15,8000000,4
1558,7130924,26212746,2.71E+15,1600000,127.87,4,8,54,15492,3.04,3.03,8000000,2
1559,7130926,26212759,2.71E+15,50000,116.29,2,3,17,6842,3,3.04,8000029,1
1560,7130928,26212831,2.71E+15,133000,102.47,1,24,32,14240,3.01,3,8000000,1.351
1561,7130929,26212846,2.71E+15,52742,119.23,1.351,2,10,9447,3.04,3.01,8000029,2
1562,7130930,26212915,2.71E+15,21000,136.05,2,4,129,25907,3.05,3.04,7992222,1
1563,7130933,26213020,2.71E+15,105000,112.94,1,1,5,4665,3.03,3.05,7999992,35
1564,7130934,26213035,2.71E+15,50000,95.24,35,47,45,15062,3.07,3.03,8000000,3
1565,7130935,26213045,2.71E+15,250000,84.77,3,31,53,15888,3.07,3.07,8007811,3
1566,7130937,26213108,2.71E+15,135963,109.87,3,16,89,22258,3.04,3.07,8015630,1.4
1567,7130938,26213142,2.71E+15,233641,139.31,1.4,137,83,18994,3.05,3.04,8009834,1.396
1568,7130939,26213206,2.70E+15,1600000,127.87,1.396,52,55,17040,3.04,3.05,8002027,1.1
1569,7130940,26213216,2.71E+15,400000,113.69,1.1,26,7,13288,3.04,3.04,8000029,14
1570,7130941,26213226,2.71E+15,21000,109.33,14,393,1,15327,3.01,3.04,8000029,1
1571,7130944,26213259,2.71E+15,21040,116.22,1,22,45,18942,3.07,3.01,8000000,1.4
1572,7130945,26213303,2.71E+15,7200000,116.68,1.4,12280,4,17878,3.02,3.07,8000029,1.394
1573,7130947,26213327,2.71E+15,7200026,108.42,1.394,12304,1,17115,3.02,3.02,8000029,2
1574,7130949,26213405,2.71E+15,37173,108.78,2,133,2,22161,3.02,3.02,8000029,1
1575,7130951,26213518,2.71E+15,25200,136.05,1,4,7,22205,3.14,3.02,8000000,5
1576,7130952,26213530,2.71E+15,245908,125.76,5,16,56,23137,3.07,3.14,8000029,1
