,gaspricel1,difficulty,gaslimit,rate,confirmtime,transaction_count,size,reward,gasprice
1257,1.3,2.67E+15,100000,117.1,1,61,21846,3.1,3
1258,3,2.67E+15,42000,115.76,30,34,22131,3.03,1.186
1259,1.186,2.67E+15,60000,115.89,10,50,21653,3.07,2.2
1260,2.2,2.67E+15,121962,97.43,15,45,24431,3.05,1.3
1261,1.3,2.66E+15,1600000,127.87,16,68,18482,3.03,1.5
1262,1.5,2.66E+15,65543,111.12,29,2,22357,3.09,7
1263,7,2.66E+15,104944,114.35,22,62,17391,3.07,5
1264,5,2.66E+15,500000,130.79,4,43,18032,3.04,2
1265,2,2.65E+15,90000,115.95,22,132,24751,3.08,1
1266,1,2.65E+15,70000,119.13,37,67,21421,3.19,5
1267,5,2.65E+15,100000,94.26,70,65,24657,3.04,2
1268,2,2.66E+15,40000,115.56,269,29,22678,3.02,1.3
1269,1.3,2.65E+15,90000,118.77,9,91,27296,3.11,1.3
1270,1.3,2.66E+15,200000,130.46,6,42,19644,3.04,1
1271,1,2.65E+15,1348000,102.71,1,72,20779,3.06,1.3
1272,1.3,2.66E+15,42000,119.05,1,12,2298,3.01,20
1273,20,2.65E+15,119977,118.77,3,66,21800,3.11,4
1274,4,2.66E+15,42000,116.28,42,52,23600,3.04,1.4
1275,1.4,2.66E+15,65000,127.24,20,7,24494,3.09,2
1276,2,2.66E+15,52967,78.02,37,62,17907,3.06,2
1277,2,2.66E+15,56407,115.66,1,26,5502,3.02,2
1278,2,2.66E+15,1600000,77.85,3,21,6619,3.02,1.51
1279,1.51,2.66E+15,50000,95.24,16,92,29024,3.08,2
1280,2,2.66E+15,70000,119.13,15,70,20066,3.06,1.3
1281,1.3,2.66E+15,50000,95.24,19,15,23882,3.07,7
1282,7,2.66E+15,2250000,115.06,195,5,11425,3.01,1.4
1283,1.4,2.66E+15,50000,115.48,1252,80,25960,3.06,1
1284,1,2.66E+15,229599,92.54,8,24,16439,3.04,1.4
1285,1.4,2.66E+15,50000,95.24,23,7,23072,3.08,5
1286,5,2.67E+15,2250000,112.11,296,1,15190,3.03,1.51
1287,1.51,2.66E+15,246586,115.06,20,100,27350,3.1,3
1288,3,2.66E+15,21000,124.22,4,50,9307,3.12,20
1289,20,2.66E+15,21000,136.05,25,65,22729,3.07,7
1290,7,2.66E+15,42000,116.24,23,76,24809,3.05,2
1291,2,2.66E+15,21000,115.83,13,81,18757,3.04,1.5
1292,1.5,2.66E+15,70000,119.13,1,76,21580,3.07,5
1293,5,2.66E+15,60000,109.7,4,30,8376,3.03,1.352
1294,1.352,2.66E+15,21000,115.62,26,26,8985,3.04,2
1295,2,2.66E+15,21000,129.87,8,16,8093,3.23,7
1296,7,2.66E+15,1000000,116.57,29,23,6814,3.23,11
1297,11,2.66E+15,50000,116.33,44,64,24074,3.16,1
1298,1,2.66E+15,21000,119.05,39,76,17395,3.24,10
1299,10,2.66E+15,1000000,115.47,88,34,10945,3.2,7
1300,7,2.66E+15,50000,95.24,84,46,13247,3.12,4
1301,4,2.65E+15,21000,119.05,6,73,17120,3.1,5
1302,5,2.65E+15,21000,119.05,4,60,17897,3.08,3
1303,3,2.66E+15,700000,111.03,37,67,24261,3.04,2
1304,2,2.66E+15,400000,131.42,71,49,14934,3.03,1.5
1305,1.5,2.65E+15,21000,136.05,28,65,25389,3.07,4
1306,4,2.66E+15,300000,124.72,1,48,14850,3.02,1.3
1307,1.3,2.66E+15,660000,116.88,5,23,12278,3.03,1.3
1308,1.3,2.66E+15,50000,115.71,62,66,18088,3.05,1
1309,1,2.65E+15,50000,123.69,5,62,20977,3.07,5
1310,5,2.65E+15,109165,91.6,60,78,19279,3.07,3
1311,3,2.65E+15,135963,146.49,63,26,20649,3.06,3
1312,3,2.65E+15,250000,116.34,61,34,18859,3.03,1.4
1313,1.4,2.65E+15,60000,115.83,214,12,9718,3.03,1.3
1314,1.3,2.65E+15,568019,115.73,1,41,21919,3.07,3
1315,3,2.66E+15,211396,114.02,4,7,24766,3.19,1.3
1316,1.3,2.66E+15,500005,103.83,443,2,13140,3.03,1.422
1317,1.422,2.66E+15,100000,115.82,928,16,13491,3.04,1.3
1318,1.3,2.65E+15,90000,79.37,61,74,24504,3.06,1
1319,1,2.65E+15,50000,95.24,66,50,21158,3.07,5
1320,5,2.66E+15,233545,130.08,74,24,16084,3.05,1.4
1321,1.4,2.66E+15,750000,98.94,15,1,7047,3.02,6
1322,6,2.66E+15,6000000,111.44,111,3,3178,3.02,1.51
1323,1.51,2.66E+15,65000,116.37,269,62,20759,3.06,1.3
1324,1.3,2.66E+15,233545,130.08,14,33,12623,3.04,1.3
1325,1.3,2.66E+15,70000,119.13,15,50,17620,3.09,1.3
1326,1.3,2.66E+15,4000000,115.66,11,34,12938,3.03,3
1327,3,2.67E+15,100000,115.53,990,19,8946,3.03,1.3
1328,1.3,2.67E+15,70000,119.13,20,40,19572,3.06,1.4
1329,1.4,2.67E+15,1600000,115.81,44,1,19083,3.06,1.87
1330,1.87,2.67E+15,4000000,114.98,6,29,16464,3.05,1.3
1331,1.3,2.67E+15,39863,121.61,1,23,5903,3.02,4
1332,4,2.68E+15,72471,98.56,2,12,2983,3.02,1.3
1333,1.3,2.68E+15,235507,106.88,56,42,20999,3.12,1.4
1334,1.4,2.68E+15,65000,127,2,31,22281,3.06,2
1335,2,2.68E+15,50000,116.38,34,66,19884,3.02,1
1336,1,2.69E+15,935000,98.19,3,65,26009,3.11,2
1337,2,2.68E+15,70000,118.93,16,93,21106,3.05,2
1338,2,2.68E+15,50000,116.24,116,25,13568,3.07,1
1339,1,2.69E+15,4000000,115.93,120,1,23693,3.05,3
1340,3,2.69E+15,117988,83.23,20,12,20100,3.02,2
1341,2,2.69E+15,70000,119.13,12,68,26490,3.08,2
1342,2,2.69E+15,21000,136.05,3,17,23665,3.08,1.5
1343,1.5,2.69E+15,1600000,135.72,2,29,14268,3.03,1.5
1344,1.5,2.69E+15,70000,119.13,13,50,31298,3.04,2
1345,2,2.69E+15,635000,99.62,2,14,5418,3.01,3.5
1346,3.5,2.69E+15,211396,114.02,35,91,25940,3.06,3
1347,3,2.69E+15,21000,114.29,11,4,4371,3.02,37
1348,37,2.69E+15,122898,113.92,20,38,21779,3.05,4
1349,4,2.69E+15,1600000,127.87,31,88,21022,3.03,1
1350,1,2.69E+15,1260000,120.83,20,43,24840,3.08,4.8
1351,4.8,2.69E+15,123090,113.74,7,52,19763,3.05,2
1352,2,2.69E+15,123090,113.74,3,44,18321,3.06,1.611
1353,1.611,2.68E+15,1600000,117.73,76,36,17294,3.06,2
1354,2,2.68E+15,21000,115.48,30,13,21391,3.06,2
1355,2,2.68E+15,50000,115.81,192,30,18294,3.03,1
1356,1,2.68E+15,70000,105.98,15,49,25707,3.09,5
1357,5,2.68E+15,1200000,124.69,21,90,27437,3.08,3
1358,3,2.68E+15,83886,90.61,15,42,16631,3.02,1.5
1359,1.5,2.68E+15,2000000,116.39,17,34,8066,3.11,20
1360,20,2.68E+15,21000,116.31,19,40,21516,3.08,4
1361,4,2.68E+15,200000,130.75,4,59,20388,3.17,2
1362,2,2.68E+15,36225,138.03,4,43,18868,3.05,1
1363,1,2.68E+15,119902,125.1,3509,5,11584,3.03,2
1364,2,2.69E+15,50000,115.9,4,13,16981,3.02,1
1365,1,2.69E+15,400000,119.4,13,32,18247,3.06,1.51
1366,1.51,2.69E+15,120000,90.54,8,47,23080,3.05,1.7
1367,1.7,2.69E+15,400000,135.67,10,99,25248,3.08,2
1368,2,2.69E+15,21000,110.92,25,1,1378,3.03,1.7
1369,1.7,2.69E+15,500000,124.16,14,7,24430,3.06,1.7
1370,1.7,2.69E+15,21000,116.36,8,52,17738,3.12,3.344
1371,3.344,2.69E+15,56098,116.31,21,53,16094,3.03,1.6
1372,1.6,2.69E+15,675000,139.5,8,23,17295,3.04,1.5
1373,1.5,2.69E+15,21000,119.05,15,93,21528,3.09,2
1374,2,2.69E+15,1600000,128.03,32,49,19798,3.04,1.51
1375,1.51,2.69E+15,2451000,115.79,8,44,15881,3.06,2
1376,2,2.69E+15,51459,118.44,6,3,9893,3.03,2.65
1377,2.65,2.69E+15,21000,119.05,26,75,25564,3.07,2
1378,2,2.69E+15,21000,119.05,13,59,25670,3.09,2
1379,2,2.68E+15,21000,115.76,30,32,14579,3.04,1.564
1380,1.564,2.68E+15,50000,95.24,2,42,27722,3.09,3
1381,3,2.69E+15,21000,116.29,17,60,26179,3.02,1
1382,1,2.69E+15,150000,120.78,3,56,15511,3.1,1.7
1383,1.7,2.68E+15,36985,105.34,14,81,24242,3.04,2
1384,2,2.68E+15,65000,127.22,6,41,14092,3.06,1.6
1385,1.6,2.67E+15,228019,133.59,41,111,24267,3.06,1.5
1386,1.5,2.67E+15,2000000,116.39,2,28,18234,3.06,2
1387,2,2.68E+15,50000,115.9,10,29,18830,3.02,1
1388,1,2.68E+15,100000,116.34,161,42,15298,3.04,1.5
1389,1.5,2.68E+15,50000,116.33,21,107,21576,3.04,1
1390,1,2.68E+15,60000,115.89,2,34,10786,3.04,1.5
1391,1.5,2.68E+15,1794708,113.81,17,46,18772,3.06,1.4
1392,1.4,2.67E+15,400000,117.34,45,3,26565,3.11,5
1393,5,2.68E+15,2250000,115.06,2892,5,7029,3.03,1.4
1394,1.4,2.68E+15,70000,118.93,13,52,22053,3.06,3
1395,3,2.68E+15,235655,125.47,32,18,8013,3.11,1.4
1396,1.4,2.68E+15,676500,139.91,1,16,4608,3.02,1.4
1397,1.4,2.69E+15,126061,101.66,16,23,6339,3.02,1.4
1398,1.4,2.68E+15,104354,105.13,19,33,23209,3.09,2
1399,2,2.67E+15,1600000,127.87,113,42,18897,3.03,2
1400,2,2.67E+15,100000,116.08,102,59,16034,3.04,1.5
1401,1.5,2.67E+15,51460,116.6,2,2,880,3,26.991
1402,26.991,2.67E+15,50000,116.24,47,105,20102,3.02,1
1403,1,2.67E+15,119977,125.02,3,41,18043,3.05,2
1404,2,2.68E+15,100000,116.29,223,8,12657,3.03,1.5
1405,1.5,2.68E+15,6000000,116.28,2047,5,7922,3.21,1.5
1406,1.5,2.68E+15,250000,115.8,149,10,23548,3.06,1.4
1407,1.4,2.68E+15,21000,116.14,1,1,3238,3.02,41
1408,41,2.68E+15,150000,117.72,25,6,3695,3.04,20
1409,20,2.68E+15,50000,95.24,4,63,22459,3.07,3
1410,3,2.68E+15,50000,95.24,9,46,24824,3.06,2
1411,2,2.67E+15,228084,133.54,1,50,14381,3.03,1.469
1412,1.469,2.68E+15,1600000,127.87,39,56,19195,3.14,2
1413,2,2.68E+15,30000,95.24,3,5,2093,3,5
1414,5,2.68E+15,100000,115.54,21,60,23112,3.07,1.4
1415,1.4,2.68E+15,21000,115.84,19,71,22678,3.06,1.4
1416,1.4,2.69E+15,1600000,128.03,21,4,2800,3.01,3
1417,3,2.69E+15,21000,119.04,2,42,21040,3.06,1.47
1418,1.47,2.69E+15,146132,108.38,7,11,5677,3.01,4.101
1419,4.101,2.69E+15,70530,106.34,2051,5,13007,3.13,2
1420,2,2.69E+15,100000,116.41,14,10,8114,3.02,1.5
1421,1.5,2.69E+15,1000000,105.95,105,2,13613,3.06,1.51
1422,1.51,2.69E+15,400000,115.76,28,46,27933,3.08,3
1423,3,2.69E+15,1600000,127.87,15,24,14952,3.02,1.4
1424,1.4,2.69E+15,6000000,116.28,2354,6,7909,3.03,1.4
1425,1.4,2.69E+15,70000,118.93,18,46,20304,3.07,3
1426,3,2.69E+15,1200000,132.42,39,4,13947,3.04,4.101
1427,4.101,2.69E+15,1600000,116.41,83,18,10345,3.01,2
1428,2,2.69E+15,50000,116.24,135,46,14814,3.02,1
1429,1,2.69E+15,7200026,116.02,1214,1,8575,3.13,2
1430,2,2.70E+15,100000,116.4,9,59,22454,3.07,3
1431,3,2.69E+15,1176961,116.13,46,34,12867,3.02,1.422
1432,1.422,2.70E+15,2250000,115.06,3747,5,8489,3.04,1.3
1433,1.3,2.68E+15,21000,119.05,28,37,28185,3.08,5
1434,5,2.68E+15,200000,127.12,54,16,25834,3.06,1.4
1435,1.4,2.69E+15,21000,116.29,80,14,15159,3.04,2
1436,2,2.69E+15,42000,119.05,1,20,10059,3.02,1.5
1437,1.5,2.69E+15,150000,121.8,6,21,18533,3.05,3
1438,3,2.69E+15,500005,116.83,1375,4,3994,3.02,1.3
1439,1.3,2.69E+15,250000,116.25,3455,14,20362,3.03,1
1440,1,2.69E+15,500005,121.14,1396,1,24929,3.06,1.422
1441,1.422,2.69E+15,1232459,121.39,2303,3,18719,3.04,1.4
1442,1.4,2.70E+15,21000,136.05,34,65,23249,3.06,2
1443,2,2.69E+15,200000,114.4,110,29,11873,3.02,1.5
1444,1.5,2.69E+15,90769,110.17,30,3,5161,3.02,1.5
1445,1.5,2.69E+15,119977,125.02,5,50,13458,3.04,1.4
1446,1.4,2.70E+15,6000000,115.42,3213,25,6609,3.02,1.3
1447,1.3,2.69E+15,60000,106.6,14,18,6917,3.05,20
1448,20,2.69E+15,150000,121.8,34,34,23242,3.07,2
1449,2,2.69E+15,70000,119.13,21,76,23077,3.09,1
1450,1,2.69E+15,100000,116.25,62,23,22765,3.13,1.5
1451,1.5,2.70E+15,419464,115.64,90,7,20133,3.05,1
1452,1,2.70E+15,50000,115.48,131,5,7202,3.02,1
1453,1,2.70E+15,75210,113.02,6,38,17115,3.17,3
1454,3,2.70E+15,1000000,133.82,4,41,16525,3.04,1.6
1455,1.6,2.70E+15,111558,116.23,1,16,12413,3.02,1.3
1456,1.3,2.70E+15,60000,110.01,5,11,9526,3.02,1.4
1457,1.4,2.70E+15,250000,115.82,1530,5,18727,3.06,1.3
1458,1.3,2.71E+15,184699,124.94,1225,7,6697,3.03,1
1459,1,2.71E+15,179572,118.73,395,4,13248,3.04,1.3
1460,1.3,2.71E+15,179572,118.73,70,1,8752,3.04,1.3
1461,1.3,2.71E+15,21000,136.05,36,122,27034,3.08,1.5
1462,1.5,2.71E+15,400000,114.91,10,18,16360,3.04,1.421
1463,1.421,2.71E+15,350000,126.67,64,2,8742,3.12,1.6
1464,1.6,2.72E+15,300000,115.67,5250,7,5924,3.02,1.186
1465,1.186,2.72E+15,101816,116.41,21,35,26966,3.07,2
1466,2,2.71E+15,710000,110.45,33,2,15942,3.04,1.8
1467,1.8,2.72E+15,50000,95.24,42,15,15954,3.04,1.324
1468,1.324,2.72E+15,65000,127.23,1,3,14763,3.04,8.1
1469,8.1,2.72E+15,50000,95.01,20,71,18294,3.06,1.3
1470,1.3,2.72E+15,960000,97.67,1,32,15901,3.05,2.1
1471,2.1,2.72E+15,500000,122.05,12,13,15407,3.02,1.4
1472,1.4,2.71E+15,21000,116.14,33,76,22051,3.1,2.1
1473,2.1,2.71E+15,50000,116.24,18,89,25139,3.05,1
1474,1,2.71E+15,4000000,114.29,32,119,25863,3.11,5
1475,5,2.70E+15,675000,139.5,38,66,17201,3.15,1
1476,1,2.70E+15,42000,116.26,38,78,26702,3.15,2
1477,2,2.70E+15,120000,115.62,71,101,26234,3.05,1.469
1478,1.469,2.70E+15,100000,116.25,134,41,11418,3.04,1.5
1479,1.5,2.70E+15,1000000,114.75,20,67,17848,3.05,2
1480,2,2.70E+15,21000,116.21,18,20,8229,3.02,1.5
1481,1.5,2.70E+15,2000000,115.35,10,31,8639,3.05,10
1482,10,2.70E+15,62509,115.55,6,57,22704,3.06,3
1483,3,2.70E+15,1000000,116.23,48,88,25534,3.06,1.5
1484,1.5,2.70E+15,60000,116.38,309,66,23082,3.08,1.469
1485,1.469,2.70E+15,52393,116.38,18,7,12858,3.15,2.2
1486,2.2,2.70E+15,2250000,115.06,4954,10,7269,3.03,1.4
1487,1.4,2.71E+15,62697,116.27,397,10,19241,3.04,1
1488,1,2.71E+15,72471,98.56,419,48,19732,3.08,1.4
1489,1.4,2.71E+15,250000,119.35,1,31,33643,3.09,7
1490,7,2.71E+15,420622,122.04,1,15,10509,3.03,1.4
1491,1.4,2.71E+15,300000,123.15,5811,20,13115,3.04,1.324
1492,1.324,2.71E+15,2100000,116.27,15,56,28179,3.09,5
1493,5,2.71E+15,90000,125.02,7,57,27894,3.08,3
1494,3,2.71E+15,75930,120.32,11,69,23874,3.06,2
1495,2,2.71E+15,1700000,111.96,9,39,13733,3.04,2
1496,2,2.71E+15,60000,116.7,4,43,20619,3.02,1
1497,1,2.71E+15,678000,129.54,27,71,34658,3.08,2.4
1498,2.4,2.71E+15,544231,115.58,2,28,16906,3.04,1.4
1499,1.4,2.71E+15,21000,125.31,9,26,20038,3.05,1.51
1500,1.51,2.71E+15,300660,114.78,2,51,18815,3.05,1.4
1501,1.4,2.70E+15,21000,136.05,54,64,26546,3.1,2
1502,2,2.71E+15,200000,105.79,64,31,11007,3.03,1.324
1503,1.324,2.70E+15,21000,136.05,6,85,22633,3.08,2
1504,2,2.70E+15,77403,115.65,14,77,22184,3.05,1.4
1505,1.4,2.70E+15,70000,119.13,7,18,3809,3.02,10
1506,10,2.70E+15,90000,116.69,20,86,24188,3.06,1
1507,1,2.70E+15,60000,116.29,12,27,9421,3.02,1.4
1508,1.4,2.70E+15,250000,111.04,23,56,23197,3.16,2
1509,2,2.70E+15,250000,121.88,17,54,20331,3.05,2
1510,2,2.70E+15,50000,115.9,9,41,15893,3.01,1
1511,1,2.70E+15,50000,116.24,5,13,3639,3.01,1
1512,1,2.71E+15,81506,122.69,2,26,8901,3.02,1.5
1513,1.5,2.71E+15,220534,93.51,42,11,7476,3.03,1.4
1514,1.4,2.71E+15,21000,136.05,11,28,15497,3.05,1.47
1515,1.47,2.71E+15,150000,115.87,2,22,5459,3.03,1
1516,1,2.71E+15,300000,123.15,6264,42,9335,3.02,1
1517,1,2.71E+15,100000,96.05,34,35,18943,3.04,3
1518,3,2.72E+15,21000,116.07,64,7,16680,3.04,2
1519,2,2.72E+15,21000,116.24,15,18,10251,3.02,1.4
1520,1.4,2.71E+15,21000,109.89,4,29,19929,3.03,1.5
1521,1.5,2.71E+15,1835000,109.54,36,17,22447,3.14,11
1522,11,2.71E+15,1600000,77.85,74,2,15605,3.04,3.1
1523,3.1,2.71E+15,100000,116.23,80,31,15870,3.05,1.5
1524,1.5,2.71E+15,7600027,132.07,1092,1,3054,3,2
1525,2,2.71E+15,50000,116.33,22,21,19502,3.03,1
1526,1,2.71E+15,6000000,115.42,1507,4,11975,3.02,1.3
1527,1.3,2.72E+15,400000,115.21,1,16,5683,3.03,1
1528,1,2.72E+15,6720000,120.56,16,45,8988,3.04,3
1529,3,2.72E+15,505648,118.66,22,6,9271,3.03,1.47
1530,1.47,2.72E+15,319843,126.12,4672,6,5091,3.02,1.4
1531,1.4,2.72E+15,1700000,112.03,1,20,16553,3.05,2
1532,2,2.72E+15,660000,98.02,3,64,18767,3.04,1.4
1533,1.4,2.72E+15,500000,130.89,6,5,6332,3.01,1.351
1534,1.351,2.72E+15,760000,112.67,29,111,30687,3.09,5
1535,5,2.71E+15,6720000,120.56,53,12,17651,3.05,3
1536,3,2.71E+15,336373,125.6,50,21,8422,3.02,1.47
1537,1.47,2.72E+15,235655,142.2,47,18,9186,3.03,1
1538,1,2.72E+15,21000,124.22,10,35,11033,3.04,4.41
1539,4.41,2.72E+15,235655,142.2,35,17,6137,3.01,1.47
1540,1.47,2.72E+15,21000,116.33,12,43,13318,3.03,1.4
1541,1.4,2.72E+15,505648,127.14,65,29,15923,3.04,1.4
1542,1.4,2.71E+15,21000,136.05,31,43,24990,3.07,5
1543,5,2.71E+15,105000,115.2,2,146,31964,3.04,1
1544,1,2.71E+15,50000,115.54,54,15,11205,3.03,1.4
1545,1.4,2.71E+15,441305,119.26,27,51,23420,3.07,1.47
1546,1.47,2.70E+15,55000,103.04,25,103,24372,3.04,1
1547,1,2.70E+15,6720000,110.52,15,18,9172,3.03,5
1548,5,2.71E+15,336661,114.66,49,33,20852,3.07,1.47
1549,1.47,2.71E+15,133000,102.47,43,15,9205,3.02,1.47
1550,1.47,2.71E+15,37017,118.6,8,39,17901,3.04,2
1551,2,2.71E+15,441305,119.26,19,7,10069,3.02,1.4
1552,1.4,2.71E+15,50000,114.58,102,4,17675,3.01,1.4
1553,1.4,2.71E+15,21000,119.05,6,58,19321,3.04,1
1554,1,2.72E+15,6000000,116.28,8657,5,6129,3.02,1
1555,1,2.72E+15,250000,122.33,7,52,17806,3.03,1.399
1556,1.399,2.71E+15,21000,126.98,52,75,26937,3.15,2
1557,2,2.71E+15,110000,109.57,60,10,11918,3.03,4
1558,4,2.71E+15,1600000,127.87,8,54,15492,3.04,2
1559,2,2.71E+15,50000,116.29,3,17,6842,3,1
1560,1,2.71E+15,133000,102.47,24,32,14240,3.01,1.351
1561,1.351,2.71E+15,52742,119.23,2,10,9447,3.04,2
1562,2,2.71E+15,21000,136.05,4,129,25907,3.05,1
1563,1,2.71E+15,105000,112.94,1,5,4665,3.03,35
1564,35,2.71E+15,50000,95.24,47,45,15062,3.07,3
1565,3,2.71E+15,250000,84.77,31,53,15888,3.07,3
1566,3,2.71E+15,135963,109.87,16,89,22258,3.04,1.4
1567,1.4,2.71E+15,233641,139.31,137,83,18994,3.05,1.396
1568,1.396,2.70E+15,1600000,127.87,52,55,17040,3.04,1.1
1569,1.1,2.71E+15,400000,113.69,26,7,13288,3.04,14
1570,14,2.71E+15,21000,109.33,393,1,15327,3.01,1
1571,1,2.71E+15,21040,116.22,22,45,18942,3.07,1.4
1572,1.4,2.71E+15,7200000,116.68,12280,4,17878,3.02,1.394
1573,1.394,2.71E+15,7200026,108.42,12304,1,17115,3.02,2
1574,2,2.71E+15,37173,108.78,133,2,22161,3.02,1
1575,1,2.71E+15,25200,136.05,4,7,22205,3.14,5
1576,5,2.71E+15,245908,125.76,16,56,23137,3.07,1
1577,1,2.71E+15,21000,95.24,3,24,13067,3.02,1.4
1578,1.4,2.71E+15,21000,119.05,10,39,24180,3.04,1.4
1579,1.4,2.71E+15,50000,95.24,2,4,5908,3.02,5
1580,5,2.71E+15,158820,116.32,29,10,13865,3.02,1.4
1581,1.4,2.72E+15,1500000,116.23,21,3,6415,3.02,1.4
1582,1.4,2.72E+15,2112112,116.78,2557,3,9608,3.03,1.351
1583,1.351,2.72E+15,250000,111.04,7,7,8666,3.01,1.389
1584,1.389,2.72E+15,50000,115.86,206,38,8217,3.02,1
1585,1,2.72E+15,21000,116.33,19,55,13847,3.03,2
1586,2,2.72E+15,6720000,110.52,8,1,1602,3,20
1587,20,2.72E+15,50000,115.51,49,11,12041,3.02,1.385
1588,1.385,2.72E+15,70000,118.93,1,87,20968,3.07,2
1589,2,2.71E+15,100000,115.64,72,20,18497,3.04,1
1590,1,2.72E+15,50000,115.56,21,25,9246,3.01,1
1591,1,2.71E+15,300000,95.24,20,84,28818,3.09,3
1592,3,2.71E+15,50000,116.29,43,11,18028,3.06,2
1593,2,2.71E+15,50000,116.68,79,18,8056,3.02,1.3
1594,1.3,2.71E+15,70000,118.93,18,34,13156,3.04,3
1595,3,2.71E+15,21000,116.24,17,15,11484,3.02,1
1596,1,2.72E+15,21000,136.05,2,57,14157,3.05,1.4
1597,1.4,2.72E+15,42000,119.05,12,9,3426,3.02,20
1598,20,2.72E+15,500000,110.19,28,46,15693,3.05,3
1599,3,2.72E+15,90000,116.4,28,8,10669,3.01,2
1600,2,2.73E+15,760000,112.71,6,24,7548,3.02,1.14
1601,1.14,2.73E+15,50000,95.24,2,11,3524,3.02,1
1602,1,2.72E+15,119977,112.52,32,101,17996,3.07,3
1603,3,2.72E+15,50000,116.24,106,104,16634,3.01,1
1604,1,2.73E+15,21000,95.24,2,15,3648,3.02,3
1605,3,2.73E+15,90000,116.71,7,32,9118,3.02,2
1606,2,2.73E+15,50000,115.54,18,9,9342,3.02,1
1607,1,2.73E+15,100000,140.35,29,9,21996,3.05,1.365
1608,1.365,2.73E+15,62814,118.66,2,7,5525,3.01,1.3
1609,1.3,2.73E+15,21000,136.05,21,17,25162,3.06,1
1610,1,2.73E+15,50000,116.24,50,4,7436,3.02,1
1611,1,2.73E+15,80967,115.79,1,26,8769,3.03,1.3
1612,1.3,2.74E+15,2280000,116.34,2,15,5894,3.02,1.3
1613,1.3,2.74E+15,21000,105.82,7,22,6906,3.02,1.3
1614,1.3,2.74E+15,289563,126.2,3,50,11839,3.04,1.365
1615,1.365,2.74E+15,250000,131.69,8,20,3739,3.02,4
1616,4,2.74E+15,21000,136.05,19,76,13056,3.05,1.3
1617,1.3,2.73E+15,353137,113.27,8,109,20444,3.09,5
1618,5,2.73E+15,100000,116.25,86,42,9478,3.02,1.3
1619,1.3,2.74E+15,123965,121.27,2,23,4852,3.02,1.3
1620,1.3,2.74E+15,90000,115.65,5,7,1439,3.01,21
1621,21,2.74E+15,1520000,137.95,4,56,10210,3.02,1.3
1622,1.3,2.73E+15,4000000,116.48,38,114,22518,3.08,1.2
1623,1.2,2.73E+15,51961,116.24,17,49,11398,3.04,1.3
1624,1.3,2.73E+15,50000,115.86,138,101,13598,3.01,1
1625,1,2.73E+15,21000,126.98,18,30,10926,3.02,1
1626,1,2.73E+15,119902,96.23,174,13,18540,3.03,1.3
1627,1.3,2.73E+15,300000,96.17,191,5,13520,3.05,1.3
1628,1.3,2.73E+15,50000,95.24,2,20,10746,3.03,2.6
1629,2.6,2.73E+15,21000,126.98,5,18,3373,3.01,2
1630,2,2.73E+15,7600000,94.14,362,2,1000,3,2
1631,2,2.73E+15,456305,123.06,27,24,6984,3.01,1.3
1632,1.3,2.74E+15,52393,116.38,3,28,12052,3.03,1.3
1633,1.3,2.74E+15,1583968,111.7,277,2,10866,3.02,1.151
1634,1.151,2.74E+15,21000,116.05,443,3,4102,3.01,1
1635,1,2.74E+15,81568,116.01,14,8,6916,3.02,1.2
1636,1.2,2.74E+15,50000,116.33,39,112,22523,3.02,1
1637,1,2.74E+15,150000,82.05,21,13,4267,3.01,1.3
1638,1.3,2.74E+15,344500,112.45,36,63,23964,3.07,2
1639,2,2.74E+15,100000,119.29,22,10,9551,3.02,1.3
1640,1.3,2.74E+15,42000,115.7,5,46,15990,3.05,2
1641,2,2.74E+15,250000,109.9,24,12,17936,3.05,1
1642,1,2.74E+15,200000,105.64,3,88,21691,3.07,1.4
1643,1.4,2.74E+15,133000,110.35,307,3,6357,3.02,1.365
1644,1.365,2.75E+15,341500,87.77,15,51,14803,3.11,1.3
1645,1.3,2.75E+15,60000,116.03,2,16,4755,3.02,1.3
1646,1.3,2.75E+15,250000,109.9,19,35,17965,3.06,1.3
1647,1.3,2.75E+15,233641,100.02,121,4,4471,3.02,1.3
1648,1.3,2.75E+15,21000,112.04,27,32,5120,3.01,1
1649,1,2.75E+15,21000,136.05,23,111,23023,3.04,1
1650,1,2.75E+15,1260000,85.93,2,14,7149,3.02,4.4
1651,4.4,2.75E+15,100000,116.23,54,25,13736,3.02,1.1
1652,1.1,2.75E+15,50000,115.52,69,42,13373,3.02,1
1653,1,2.75E+15,216000,133.68,21,78,15749,3.04,1.1
1654,1.1,2.75E+15,37393,117.41,7,23,6616,3.01,3
1655,3,2.75E+15,600000,116.68,2,27,7087,3.01,1.2
1656,1.2,2.76E+15,37393,117.41,11,35,6454,3.02,1.3
1657,1.3,2.75E+15,90000,117.32,17,57,14581,3.04,1.114
1658,1.114,2.75E+15,37393,110.89,32,1,15557,3.05,41
1659,41,2.76E+15,6000000,116.09,35,3,6620,3.02,1.3
1660,1.3,2.76E+15,1983804,107.4,18800,1,5112,3.02,1.3
1661,1.3,2.76E+15,50000,95.24,13,83,23263,3.08,3
1662,3,2.75E+15,42000,115.86,41,63,15952,3.04,1.26
1663,1.26,2.76E+15,42000,115.67,19,34,6735,3.01,1.14
1664,1.14,2.76E+15,340000,112.37,4,9,7190,3.02,1.3
