,gasprice,height,heightl1,totaldifficulty,totaldiffl1,difficulty,diffl1,gaslimit,limitl1,rate,ratel1,timestamp,timestampl1,gaspricel1,gaspricel2,gaspricel3,gaspricel4,gaspricel5,confirmtime,conl1,conl2,conl3,conl4,conl5,timespan1,timespan2,timespan3,timespan4,timespan5
110,1.6,7128716,7128715,8890839517477622297458,8890836816075032975700,2701402589321758,2700852833507870,30400,216000,116.36,84.82,1548471614,1548471605,2.0,2.0,1.6,2.0,2.0,48.0,44.0,23.0,1.0,4.0,1.0,9,12,48,4,5
111,3.0,7128717,7128716,8890842212834746267769,8890839517477622297458,2695357123970311,2701402589321758,1000000,30400,117.14,116.36,1548471676,1548471614,1.6,2.0,2.0,1.6,2.0,36.0,48.0,44.0,23.0,1.0,4.0,62,9,12,48,4
112,1.6,7128718,7128717,8890844910057718397656,8890842212834746267769,2697222972129887,2695357123970311,314897,1000000,129.12,117.14,1548471683,1548471676,3.0,1.6,2.0,2.0,1.6,64.0,36.0,48.0,44.0,23.0,1.0,7,62,9,12,48
113,7.0,7128719,7128718,8890847595977415702191,8890844910057718397656,2685919697304535,2697222972129887,21000,314897,136.05,129.12,1548471773,1548471683,1.6,3.0,1.6,2.0,2.0,74.0,64.0,36.0,48.0,44.0,23.0,90,7,62,9,12
114,1.0,7128720,7128719,8890850283758353047813,8890847595977415702191,2687780937345622,2685919697304535,21000,21000,116.29,136.05,1548471784,1548471773,7.0,1.6,3.0,1.6,2.0,85.0,74.0,64.0,36.0,48.0,44.0,11,90,7,62,9
115,5.3,7128721,7128720,8890852969464260135697,8890850283758353047813,2685705907087884,2687780937345622,65000,21000,132.82,116.29,1548471811,1548471784,1.0,7.0,1.6,3.0,1.6,21.0,85.0,74.0,64.0,36.0,48.0,27,11,90,7,62
116,2.0,7128722,7128721,8890855655719923037469,8890852969464260135697,2686255662901772,2685705907087884,60000,65000,96.86,132.82,1548471833,1548471811,5.3,1.0,7.0,1.6,3.0,94.0,21.0,85.0,74.0,64.0,36.0,22,27,11,90,7
117,1.7,7128723,7128722,8890858343836990026030,8890855655719923037469,2688117066988561,2686255662901772,37073,60000,116.25,96.86,1548471840,1548471833,2.0,5.3,1.0,7.0,1.6,50.0,94.0,21.0,85.0,74.0,64.0,7,22,27,11,90
118,1.6,7128724,7128723,8890861031191255666864,8890858343836990026030,2687354265640834,2688117066988561,100000,37073,104.93,116.25,1548471859,1548471840,1.7,2.0,5.3,1.0,7.0,1.0,50.0,94.0,21.0,85.0,74.0,19,7,22,27,11
119,2.0,7128725,7128724,8890863717783092421567,8890861031191255666864,2686591836754703,2687354265640834,70000,100000,108.6,104.93,1548471878,1548471859,1.6,1.7,2.0,5.3,1.0,8.0,1.0,50.0,94.0,21.0,85.0,19,19,7,22,27
120,1.54491,7128726,7128725,8890866403612872569868,8890863717783092421567,2685829780148301,2686591836754703,1600000,70000,127.87,108.6,1548471899,1548471878,2.0,1.6,1.7,2.0,5.3,13.0,8.0,1.0,50.0,94.0,21.0,21,19,19,7,22
121,1.6,7128727,7128726,8890869091303848854395,8890866403612872569868,2687690976284527,2685829780148301,60000,1600000,115.89,127.87,1548471905,1548471899,1.54491,2.0,1.6,1.7,2.0,4.0,13.0,8.0,1.0,50.0,94.0,6,21,19,19,7
122,2.0,7128733,7128727,8890885256585748578338,8890869091303848854395,2698877253171190,2687690976284527,70000,60000,118.73,115.89,1548471926,1548471905,1.6,1.54491,2.0,1.6,1.7,9.0,4.0,13.0,8.0,1.0,50.0,21,6,21,19,19
123,3.0,7128734,7128733,8890887956012757563416,8890885256585748578338,2699427008985078,2698877253171190,1000000,70000,117.12,118.73,1548471935,1548471926,2.0,1.6,1.54491,2.0,1.6,0.0,9.0,4.0,13.0,8.0,1.0,9,21,6,21,19
124,2.0,7128735,7128734,8890890654671442768152,8890887956012757563416,2698658685204736,2699427008985078,52967,1000000,94.4,117.12,1548471958,1548471935,3.0,2.0,1.6,1.54491,2.0,23.0,0.0,9.0,4.0,13.0,8.0,23,9,21,6,21
125,1.5,7128736,7128735,8890893352562179350641,8890890654671442768152,2697890736582489,2698658685204736,100000,52967,115.8,94.4,1548471977,1548471958,2.0,3.0,2.0,1.6,1.54491,11.0,23.0,0.0,9.0,4.0,13.0,19,23,9,21,6
126,1.6,7128739,7128736,8890901441628947214110,8890893352562179350641,2696905345101711,2697890736582489,80000,100000,104.51,115.8,1548472030,1548471977,1.5,2.0,3.0,2.0,1.6,6.0,11.0,23.0,0.0,9.0,4.0,53,19,23,9,21
127,1.4,7128741,7128739,8890906838406021607689,8890901441628947214110,2699321973477980,2696905345101711,179572,80000,110.25,104.51,1548472048,1548472030,1.6,1.5,2.0,3.0,2.0,790.0,6.0,11.0,23.0,0.0,9.0,18,53,19,23,9
128,3.0,7128742,7128741,8890909539595779206919,8890906838406021607689,2701189757599230,2699321973477980,90000,179572,120.41,110.25,1548472053,1548472048,1.4,1.6,1.5,2.0,3.0,2.0,790.0,6.0,11.0,23.0,0.0,5,18,53,19,23
129,1.5,7128743,7128742,8890912242654232931364,8890909539595779206919,2703058453724445,2701189757599230,60000,90000,115.73,120.41,1548472058,1548472053,3.0,1.4,1.6,1.5,2.0,2.0,2.0,790.0,6.0,11.0,23.0,5,5,18,53,19
130,3.0,7128744,7128743,8890914946262442469697,8890912242654232931364,2703608209538333,2703058453724445,21000,60000,119.05,115.73,1548472068,1548472058,1.5,3.0,1.4,1.6,1.5,4.0,2.0,2.0,790.0,6.0,11.0,10,5,5,18,53
131,1.0,7128745,7128744,8890917650420407821918,8890914946262442469697,2704157965352221,2703608209538333,50000,21000,115.81,119.05,1548472084,1548472068,3.0,1.5,3.0,1.4,1.6,15.0,4.0,2.0,2.0,790.0,6.0,16,10,5,5,18
132,1.5,7128746,7128745,8890920356448518619546,8890917650420407821918,2706028110797628,2704157965352221,58300,50000,114.29,115.81,1548472086,1548472084,1.0,3.0,1.5,3.0,1.4,17.0,15.0,4.0,2.0,2.0,790.0,2,16,10,5,5
133,2.0,7128747,7128746,8890923057741174077162,8890920356448518619546,2701292655457616,2706028110797628,36560,58300,109.41,114.29,1548472134,1548472086,1.5,1.0,3.0,1.5,3.0,0.0,17.0,15.0,4.0,2.0,2.0,48,2,16,10,5
134,1.0,7128748,7128747,8890925759583585348666,8890923057741174077162,2701842411271504,2701292655457616,50000,36560,116.43,109.41,1548472148,1548472134,2.0,1.5,1.0,3.0,1.5,49.0,0.0,17.0,15.0,4.0,2.0,14,48,2,16,10
135,1.6,7128749,7128748,8890928459337234454302,8890925759583585348666,2699753649105636,2701842411271504,60000,50000,119.02,116.43,1548472183,1548472148,1.0,2.0,1.5,1.0,3.0,0.0,49.0,0.0,17.0,15.0,4.0,35,14,48,2,16
136,2.0,7128750,7128749,8890931157004161200872,8890928459337234454302,2697666926746570,2699753649105636,60000,60000,100.06,119.02,1548472218,1548472183,1.6,1.0,2.0,1.5,1.0,5.0,0.0,49.0,0.0,17.0,15.0,35,35,14,48,2
137,1.6,7128751,7128750,8890933856538063940405,8890931157004161200872,2699533902739533,2697666926746570,200000,60000,103.57,100.06,1548472220,1548472218,2.0,1.6,1.0,2.0,1.5,7.0,5.0,0.0,49.0,0.0,17.0,2,35,35,14,48
138,2.0,7128752,7128751,8890936557939854282273,8890933856538063940405,2701401790341868,2699533902739533,7200026,200000,115.7,103.57,1548472226,1548472220,1.6,2.0,1.6,1.0,2.0,125.0,7.0,5.0,0.0,49.0,0.0,6,2,35,35,14
139,3.0,7128753,7128752,8890939261210444280969,8890936557939854282273,2703270589998696,2701401790341868,70000,7200026,119.13,115.7,1548472229,1548472226,2.0,1.6,2.0,1.6,1.0,7.0,125.0,7.0,5.0,0.0,49.0,3,6,2,35,35
140,3.0,7128754,7128753,8890941966350746436325,8890939261210444280969,2705140302155356,2703270589998696,100000,70000,115.86,119.13,1548472242,1548472229,3.0,2.0,1.6,2.0,1.6,4.0,7.0,125.0,7.0,5.0,0.0,13,3,6,2,35
141,1.6,7128755,7128754,8890944672040804405569,8890941966350746436325,2705690057969244,2705140302155356,500000,100000,114.46,115.86,1548472256,1548472242,3.0,3.0,2.0,1.6,2.0,41.0,4.0,7.0,125.0,7.0,5.0,14,13,3,6,2
142,7.0,7128756,7128755,8890947378280618188701,8890944672040804405569,2706239813783132,2705690057969244,40000,500000,136.05,114.46,1548472268,1548472256,1.6,3.0,3.0,2.0,1.6,2.0,41.0,4.0,7.0,125.0,7.0,12,14,13,3,6
143,7.0,7128757,7128756,8890950086391593944794,8890947378280618188701,2708110975756093,2706239813783132,50000,40000,95.01,136.05,1548472274,1548472268,7.0,1.6,3.0,3.0,2.0,0.0,2.0,41.0,4.0,7.0,125.0,6,12,14,13,3
144,1.5,7128758,7128757,8890952795052325514775,8890950086391593944794,2708660731569981,2708110975756093,113532,50000,82.58,95.01,1548472287,1548472274,7.0,7.0,1.6,3.0,3.0,10.0,0.0,2.0,41.0,4.0,7.0,13,6,12,14,13
145,2.0,7128759,7128758,8890955501617636402972,8890952795052325514775,2706565310888197,2708660731569981,50000,113532,95.24,82.58,1548472318,1548472287,1.5,7.0,7.0,1.6,3.0,14.0,10.0,0.0,2.0,41.0,4.0,31,13,6,12,14
146,7.0,7128760,7128759,8890958210054268198264,8890955501617636402972,2708436631795292,2706565310888197,400000,50000,114.91,95.24,1548472325,1548472318,2.0,1.5,7.0,7.0,1.6,17.0,14.0,10.0,0.0,2.0,41.0,7,31,13,6,12
147,1.9375,7128761,7128760,8890960917718176983326,8890958210054268198264,2707663908785062,2708436631795292,1600000,400000,127.87,114.91,1548472347,1548472325,7.0,2.0,1.5,7.0,7.0,0.0,17.0,14.0,10.0,0.0,2.0,22,7,31,13,6
148,1.5,7128762,7128761,8890963625931841582276,8890960917718176983326,2708213664598950,2707663908785062,70000,1600000,118.93,127.87,1548472359,1548472347,1.9375,7.0,2.0,1.5,7.0,10.0,0.0,17.0,14.0,10.0,0.0,12,22,7,31,13
149,1.6,7128763,7128762,8890966336017631948531,8890963625931841582276,2710085790366255,2708213664598950,21000,70000,112.23,118.93,1548472361,1548472359,1.5,1.9375,7.0,2.0,1.5,2.0,10.0,0.0,17.0,14.0,10.0,2,12,22,7,31
150,1.6,7128764,7128763,8890969044006609974020,8890966336017631948531,2707988978025489,2710085790366255,55000,21000,95.24,112.23,1548472389,1548472361,1.6,1.5,1.9375,7.0,2.0,2.0,2.0,10.0,0.0,17.0,14.0,28,2,12,22,7
151,3.0,7128765,7128764,8890971753867604056573,8890969044006609974020,2709860994082553,2707988978025489,60000,55000,115.89,95.24,1548472394,1548472389,1.6,1.6,1.5,1.9375,7.0,2.0,2.0,2.0,10.0,0.0,17.0,5,28,2,12,22
152,1.54491,7128767,7128765,8890977176562302412315,8890971753867604056573,2712283948459301,2709860994082553,150000,60000,121.76,115.89,1548472404,1548472394,3.0,1.6,1.6,1.5,1.9375,6.0,2.0,2.0,2.0,10.0,0.0,10,5,28,2,12
153,1.0,7128769,7128767,8890982598805589276089,8890977176562302412315,2709409582590585,2712283948459301,50000,150000,115.67,121.76,1548472454,1548472404,1.54491,3.0,1.6,1.6,1.5,19.0,6.0,2.0,2.0,2.0,10.0,50,10,5,28,2
154,7.0,7128770,7128769,8890985306119019885064,8890982598805589276089,2707313430608975,2709409582590585,21000,50000,111.11,115.67,1548472489,1548472454,1.0,1.54491,3.0,1.6,1.6,12.0,19.0,6.0,2.0,2.0,2.0,35,50,10,5,28
155,2.0,7128771,7128770,8890988010016415149810,8890985306119019885064,2703897395264746,2707313430608975,1600000,21000,127.87,111.11,1548472530,1548472489,7.0,1.0,1.54491,3.0,1.6,18.0,12.0,19.0,6.0,2.0,2.0,41,35,50,10,5
156,2.0,7128772,7128771,8890990717104091028506,8890988010016415149810,2707087675878696,2703897395264746,60000,1600000,136.05,127.87,1548472534,1548472530,2.0,7.0,1.0,1.54491,3.0,17.0,18.0,12.0,19.0,6.0,2.0,4,41,35,50,10
157,2.0,7128773,7128772,8890993422097882412616,8890990717104091028506,2704993791384110,2707087675878696,70000,60000,119.13,136.05,1548472565,1548472534,2.0,2.0,7.0,1.0,1.54491,1.0,17.0,18.0,12.0,19.0,6.0,31,4,41,35,50
158,1.544,7128774,7128773,8890996124999834111216,8890993422097882412616,2702901951698600,2704993791384110,4300000,70000,94.89,119.13,1548472593,1548472565,2.0,2.0,2.0,7.0,1.0,6.0,1.0,17.0,18.0,12.0,19.0,28,31,4,41,35
159,3.0,7128775,7128774,8890998823172436249296,8890996124999834111216,2698172602138080,2702901951698600,90000,4300000,113.45,94.89,1548472653,1548472593,1.544,2.0,2.0,2.0,7.0,44.0,6.0,1.0,17.0,18.0,12.0,60,28,31,4,41
160,1.5,7128776,7128775,8891001521894794201264,8890998823172436249296,2698722357951968,2698172602138080,500000,90000,114.44,113.45,1548472665,1548472653,3.0,1.544,2.0,2.0,2.0,11.0,44.0,6.0,1.0,17.0,18.0,12,60,28,31,4
161,8.1,7128777,7128776,8891004221166907967120,8891001521894794201264,2699272113765856,2698722357951968,65000,500000,127.39,114.44,1548472676,1548472665,1.5,3.0,1.544,2.0,2.0,19.0,11.0,44.0,6.0,1.0,17.0,11,12,60,28,31
162,1.6,7128778,7128777,8891006920988777546864,8891004221166907967120,2699821869579744,2699272113765856,30400,65000,116.31,127.39,1548472691,1548472676,8.1,1.5,3.0,1.544,2.0,2.0,19.0,11.0,44.0,6.0,1.0,15,11,12,60,28
163,1.0,7128779,7128778,8891009621360402940496,8891006920988777546864,2700371625393632,2699821869579744,233504,30400,92.14,116.31,1548472708,1548472691,1.6,8.1,1.5,3.0,1.544,15.0,2.0,19.0,11.0,44.0,6.0,17,15,11,12,60
164,4.0,7128780,7128779,8891012323600324980727,8891009621360402940496,2702239922040231,2700371625393632,21000,233504,126.98,92.14,1548472712,1548472708,1.0,1.6,8.1,1.5,3.0,3.0,15.0,2.0,19.0,11.0,44.0,4,17,15,11,12
165,4.0,7128781,7128780,8891015026390002834846,8891012323600324980727,2702789677854119,2702239922040231,150000,21000,114.29,126.98,1548472727,1548472712,4.0,1.0,1.6,8.1,1.5,6.0,3.0,15.0,2.0,19.0,11.0,15,4,17,15,11
166,2.4,7128782,7128781,8891017731049158025242,8891015026390002834846,2704659155190396,2702789677854119,70000,150000,119.13,114.29,1548472734,1548472727,4.0,4.0,1.0,1.6,8.1,4.0,6.0,3.0,15.0,2.0,19.0,7,15,4,17,15
167,1.0,7128783,7128782,8891020437578703382646,8891017731049158025242,2706529545357404,2704659155190396,30400,70000,116.31,119.13,1548472739,1548472734,2.4,4.0,4.0,1.0,1.6,16.0,4.0,6.0,3.0,15.0,2.0,5,7,15,4,17
168,1.6,7128784,7128783,8891023142014909294800,8891020437578703382646,2704436205912154,2706529545357404,74840,30400,111.51,116.31,1548472767,1548472739,1.0,2.4,4.0,4.0,1.0,23.0,16.0,4.0,6.0,3.0,15.0,28,5,7,15,4
169,2.0,7128785,7128784,8891025845680345529674,8891023142014909294800,2703665436234874,2704436205912154,210000,74840,123.44,111.51,1548472788,1548472767,1.6,1.0,2.4,4.0,4.0,10.0,23.0,16.0,4.0,6.0,3.0,21,28,5,7,15
170,2.0,7128786,7128785,8891028545935090162078,8891025845680345529674,2700254744632404,2703665436234874,65000,210000,133.03,123.44,1548472829,1548472788,2.0,1.6,1.0,2.4,4.0,5.0,10.0,23.0,16.0,4.0,6.0,41,21,28,5,7
171,2.0,7128787,7128786,8891031245421106846343,8891028545935090162078,2699486016684265,2700254744632404,100000,65000,103.69,133.03,1548472855,1548472829,2.0,2.0,1.6,1.0,2.4,71.0,5.0,10.0,23.0,16.0,4.0,26,41,21,28,5
172,2.0,7128788,7128787,8891033945456879344496,8891031245421106846343,2700035772498153,2699486016684265,30400,100000,116.33,103.69,1548472864,1548472855,2.0,2.0,2.0,1.6,1.0,26.0,71.0,5.0,10.0,23.0,16.0,9,26,41,21,28
173,1.5,7128789,7128788,8891036647360784498577,8891033945456879344496,2701903905154081,2700035772498153,1373262,30400,115.66,116.33,1548472866,1548472864,2.0,2.0,2.0,2.0,1.6,96.0,26.0,71.0,5.0,10.0,23.0,2,9,26,41,21
174,1.0,7128790,7128789,8891039351133734482734,8891036647360784498577,2703772949984157,2701903905154081,50000,1373262,116.43,115.66,1548472868,1548472866,1.5,2.0,2.0,2.0,2.0,56.0,96.0,26.0,71.0,5.0,10.0,2,2,9,26,41
175,2.0,7128791,7128790,8891042055456440280779,8891039351133734482734,2704322705798045,2703772949984157,1000000,50000,109.23,116.43,1548472880,1548472868,1.0,1.5,2.0,2.0,2.0,0.0,56.0,96.0,26.0,71.0,5.0,12,2,2,9,26
176,2.0,7128792,7128791,8891044760328901892712,8891042055456440280779,2704872461611933,2704322705798045,60000,1000000,106.6,109.23,1548472895,1548472880,2.0,1.0,1.5,2.0,2.0,1.0,0.0,56.0,96.0,26.0,71.0,15,12,2,2,9
177,1.7,7128793,7128792,8891047465751119318533,8891044760328901892712,2705422217425821,2704872461611933,77380,60000,116.12,106.6,1548472906,1548472895,2.0,2.0,1.0,1.5,2.0,12.0,1.0,0.0,56.0,96.0,26.0,11,15,12,2,2
178,2.0,7128794,7128793,8891050173044099500344,8891047465751119318533,2707292980181811,2705422217425821,90000,77380,116.21,116.12,1548472907,1548472906,1.7,2.0,2.0,1.0,1.5,1.0,12.0,1.0,0.0,56.0,96.0,1,11,15,12,2
179,2.0,7128795,7128794,8891052876921074294606,8891050173044099500344,2703876974794262,2707292980181811,100000,90000,105.08,116.21,1548472946,1548472907,2.0,1.7,2.0,2.0,1.0,12.0,1.0,12.0,1.0,0.0,56.0,39,1,11,15,12
180,8.0,7128796,7128795,8891055582668057331854,8891052876921074294606,2705746983037248,2703876974794262,37883,100000,118.79,105.08,1548472948,1548472946,2.0,2.0,1.7,2.0,2.0,5.0,12.0,1.0,12.0,1.0,0.0,2,39,1,11,15
181,2.0,7128797,7128796,8891058288964796182990,8891055582668057331854,2706296738851136,2705746983037248,1000000,37883,116.53,118.79,1548472963,1548472948,8.0,2.0,2.0,1.7,2.0,4.0,5.0,12.0,1.0,12.0,1.0,15,2,39,1,11
182,1.6,7128798,7128797,8891060995811290848014,8891058288964796182990,2706846494665024,2706296738851136,50000,1000000,95.24,116.53,1548472979,1548472963,2.0,8.0,2.0,2.0,1.7,5.0,4.0,5.0,12.0,1.0,12.0,16,15,2,39,1
183,2.0,7128799,7128798,8891063700564136546980,8891060995811290848014,2704752845698966,2706846494665024,70000,50000,118.93,95.24,1548473010,1548472979,1.6,2.0,8.0,2.0,2.0,2.0,5.0,4.0,5.0,12.0,1.0,31,16,15,2,39
184,1.6,7128800,7128799,8891066405866738059834,8891063700564136546980,2705302601512854,2704752845698966,139103,70000,115.86,118.93,1548473021,1548473010,2.0,1.6,2.0,8.0,2.0,9.0,2.0,5.0,4.0,5.0,12.0,11,31,16,15,2
185,2.0,7128801,7128800,8891069113040043922470,8891066405866738059834,2707173305862636,2705302601512854,50000,139103,95.24,115.86,1548473028,1548473021,1.6,2.0,1.6,2.0,8.0,24.0,9.0,2.0,5.0,4.0,5.0,7,11,31,16,15
186,3.0,7128802,7128801,8891071819441243633241,8891069113040043922470,2706401199710771,2707173305862636,50000,50000,95.24,95.24,1548473054,1548473028,2.0,1.6,2.0,1.6,2.0,10.0,24.0,9.0,2.0,5.0,4.0,26,7,11,31,16
187,1.6,7128803,7128802,8891074525070714197104,8891071819441243633241,2705629470563863,2706401199710771,90000,50000,116.26,95.24,1548473075,1548473054,3.0,2.0,1.6,2.0,1.6,39.0,10.0,24.0,9.0,2.0,5.0,21,26,7,11,31
188,1.6,7128804,7128803,8891077228607724295009,8891074525070714197104,2703537010097905,2705629470563863,90000,90000,114.94,116.26,1548473105,1548473075,1.6,3.0,2.0,1.6,2.0,24.0,39.0,10.0,24.0,9.0,2.0,30,21,26,7,11
189,1.5,7128806,7128804,8891082641292184233525,8891077228607724295009,2707277607596012,2703537010097905,500000,90000,111.04,114.94,1548473112,1548473105,1.6,1.6,3.0,2.0,1.6,31.0,24.0,39.0,10.0,24.0,9.0,7,30,21,26,7
190,2.0,7128807,7128806,8891085350441460537758,8891082641292184233525,2709149276304233,2707277607596012,70000,500000,118.93,111.04,1548473118,1548473112,1.5,1.6,1.6,3.0,2.0,4.0,31.0,24.0,39.0,10.0,24.0,6,7,30,21,26
191,1.6,7128808,7128807,8891088058817665860809,8891085350441460537758,2708376205323051,2709149276304233,106938,70000,93.51,118.93,1548473136,1548473118,2.0,1.5,1.6,1.6,3.0,20.0,4.0,31.0,24.0,39.0,10.0,18,6,7,30,21
192,1.5,7128809,7128808,8891090767743626997748,8891088058817665860809,2708925961136939,2708376205323051,70000,106938,118.93,93.51,1548473147,1548473136,1.6,2.0,1.5,1.6,1.6,8.0,20.0,4.0,31.0,24.0,39.0,11,18,6,7,30
193,3.0,7128810,7128809,8891093478542061703036,8891090767743626997748,2710798434705288,2708925961136939,60000,70000,136.05,118.93,1548473155,1548473147,1.5,1.6,2.0,1.5,1.6,3.0,8.0,20.0,4.0,31.0,24.0,8,11,18,6,7
194,1.5,7128811,7128810,8891096189890252222212,8891093478542061703036,2711348190519176,2710798434705288,106938,60000,93.51,136.05,1548473168,1548473155,3.0,1.5,1.6,2.0,1.5,27.0,3.0,8.0,20.0,4.0,31.0,13,8,11,18,6
195,1.6,7128812,7128811,8891098900464298071625,8891096189890252222212,2710574045849413,2711348190519176,250000,106938,115.55,93.51,1548473193,1548473168,1.5,3.0,1.5,1.6,2.0,6.0,27.0,3.0,8.0,20.0,4.0,25,13,8,11,18
196,2.4,7128813,7128812,8891101611588099734926,8891098900464298071625,2711123801663301,2710574045849413,42000,250000,116.26,115.55,1548473203,1548473193,1.6,1.5,3.0,1.5,1.6,2.0,6.0,27.0,3.0,8.0,20.0,10,25,13,8,11
197,1.0,7128814,7128813,8891104324585448130895,8891101611588099734926,2712997348395969,2711123801663301,106810,42000,93.62,116.26,1548473205,1548473203,2.4,1.6,1.5,3.0,1.5,4.0,2.0,6.0,27.0,3.0,8.0,2,10,25,13,8
198,3.0,7128815,7128814,8891107039457258077273,8891104324585448130895,2714871809946378,2712997348395969,1200000,106810,116.17,93.62,1548473211,1548473205,1.0,2.4,1.6,1.5,3.0,27.0,4.0,2.0,6.0,27.0,3.0,6,2,10,25,13
199,1.5,7128816,7128815,8891109748250718832789,8891107039457258077273,2708793460755516,2714871809946378,106938,1200000,93.51,116.17,1548473266,1548473211,3.0,1.0,2.4,1.6,1.5,56.0,27.0,4.0,2.0,6.0,27.0,55,6,2,10,25
200,1.6,7128817,7128816,8891112457593935402193,8891109748250718832789,2709343216569404,2708793460755516,21000,106938,111.11,93.51,1548473275,1548473266,1.5,3.0,1.0,2.4,1.6,3.0,56.0,27.0,4.0,2.0,6.0,9,55,6,2,10
201,1.5,7128819,7128817,8891117883223150738957,8891112457593935402193,2714413321461007,2709343216569404,70000,21000,119.13,111.11,1548473286,1548473275,1.6,1.5,3.0,1.0,2.4,1.0,3.0,56.0,27.0,4.0,2.0,11,9,55,6,2
202,2.0,7128820,7128819,8891120596860830884233,8891117883223150738957,2713637680145276,2714413321461007,21000,70000,119.05,119.13,1548473305,1548473286,1.5,1.6,1.5,3.0,1.0,10.0,1.0,3.0,56.0,27.0,4.0,19,11,9,55,6
203,1.5,7128821,7128820,8891123311048266843397,8891120596860830884233,2714187435959164,2713637680145276,1000000,21000,109.07,119.05,1548473321,1548473305,2.0,1.5,1.6,1.5,3.0,2.0,10.0,1.0,3.0,56.0,27.0,16,19,11,9,55
204,1.0,7128822,7128821,8891126025785458616449,8891123311048266843397,2714737191773052,2714187435959164,104130,1000000,115.24,109.07,1548473332,1548473321,1.5,2.0,1.5,1.6,1.5,9.0,2.0,10.0,1.0,3.0,56.0,11,16,19,11,9
205,1.5,7128823,7128822,8891128742397961472809,8891126025785458616449,2716612502856360,2714737191773052,90000,104130,115.72,115.24,1548473335,1548473332,1.0,1.5,2.0,1.5,1.6,2.0,9.0,2.0,10.0,1.0,3.0,3,11,16,19,11
206,1.5,7128824,7128823,8891131455580807297077,8891128742397961472809,2713182845824268,2716612502856360,21000,90000,111.11,115.72,1548473378,1548473335,1.5,1.0,1.5,2.0,1.5,44.0,2.0,9.0,2.0,10.0,1.0,43,3,11,16,19
207,1.5,7128825,7128824,8891134166663816312359,8891131455580807297077,2711083009015282,2713182845824268,1600000,21000,127.87,111.11,1548473407,1548473378,1.5,1.5,1.0,1.5,2.0,45.0,44.0,2.0,9.0,2.0,10.0,29,43,3,11,16
208,1.5,7128826,7128825,8891136876972810141034,8891134166663816312359,2710308993828675,2711083009015282,180000,1600000,82.33,127.87,1548473433,1548473407,1.5,1.5,1.5,1.0,1.5,63.0,45.0,44.0,2.0,9.0,2.0,26,29,43,3,11
