,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
2613,2001390000000000.0,7991075,4669167,1.0,20.0
313,1914490000000000.0,7992222,3743549,2.0,1.0
2649,2006280000000000.0,8000000,7972395,10.0,10.0
2281,1991790000000000.0,7976682,3812900,20.0,1.0
6841,1897370000000000.0,8000029,7999063,1.0,1.0
2547,1990690000000000.0,8000000,7980097,10.0,1.0
5512,1924160000000000.0,8003894,7997671,1.0,1.0
5132,1925270000000000.0,8003861,8000209,10.0,1.0
2159,1961910000000000.0,8000029,7268709,1.0,100.0
3137,1943300000000000.0,8000029,7358254,10.0,140.0
7915,1898730000000000.0,8003850,7990687,10.0,10.0
5850,1909030000000000.0,7992222,7986767,10.0,10.0
3967,1932460000000000.0,7992222,7980505,10.0,10.0
1428,1951750000000000.0,8002360,1871218,1.0,1.0
6780,1897400000000000.0,8000029,7999610,100.0,10.0
2520,1994600000000000.0,7996070,1628263,1.0,1.0
6138,1927630000000000.0,7992222,7975043,100.0,1.0
6903,1916900000000000.0,8000029,7758668,10.0,10.0
7053,1929050000000000.0,8003923,7989675,1.0,100.0
7167,1942230000000000.0,8000029,7989235,1.0,10.0
5602,1920360000000000.0,8000029,7992178,11.0,10.0
448,1906030000000000.0,8000029,7995474,1.0,1.0
8220,1906950000000000.0,8000029,7966057,1.0,10.0
1284,1938510000000000.0,8000029,665334,10.0,1.0
5995,1913620000000000.0,8000029,7987066,1.0,1.0
3727,1891470000000000.0,8000029,7969799,1.0,1.0
361,1910720000000000.0,8003901,7998241,1.0,1.0
5230,1915850000000000.0,7992185,6876915,1.0,10.0
7675,1950540000000000.0,7988374,7987485,15.0,10.0
7592,1970690000000000.0,8000029,7997567,1.0,1.0
5926,1911790000000000.0,7992222,7965204,10.0,20.0
5149,1928090000000000.0,7996070,7956937,10.0,20.0
2460,1978130000000000.0,7992222,6293057,11.125,10.0
22,1906260000000000.0,8003867,7958914,1.0,0.1
2066,1960050000000000.0,8000029,7991644,12.12,1.0
1653,1938350000000000.0,7995737,7972597,1.0,10.0
702,1925570000000000.0,7992212,7978552,10.0,10.0
8492,1860800000000000.0,7992222,7987101,10.0,1.0
2743,1981870000000000.0,7992185,7991655,20.0,100.0
1376,1949870000000000.0,8000000,7989855,100.0,10.0
7744,1936270000000000.0,8000029,7980730,40.0,10.0
2468,1981030000000000.0,7992222,4920328,10.0,11.0
3754,1881320000000000.0,8007792,7999019,1.0,1.0
2325,1999570000000000.0,8007723,8002136,1.0,1.0
460,1904160000000000.0,7957220,7942480,21.0,0.01
5163,1927140000000000.0,8003849,7999598,1.0,15.0
4183,1937080000000000.0,7992248,7988099,10.0,0.1
7817,1921170000000000.0,7984452,7963771,20.0,20.0
4082,1921120000000000.0,8000000,7997482,20.0,0.1
1486,1942210000000000.0,8003881,7995225,10.0,10.0
3678,1889640000000000.0,7985451,7939334,10.0,10.0
282,1908900000000000.0,7976682,7974655,20.0,14.0
4558,1961640000000000.0,8000029,7997070,1.0,10.0
4308,1944590000000000.0,7992222,7961894,10.0,10.0
4865,1950950000000000.0,8000029,7984853,10.0,1.0
3537,1890630000000000.0,8000029,2445917,10.0,1.0
7202,1950760000000000.0,8003912,7994798,10.0,100.0
2581,2003360000000000.0,8003905,7998807,1.0,10.0
1368,1947020000000000.0,7989544,7969543,10.0,10.0
8403,1884630000000000.0,8000029,3852161,1.0,10.0
6412,1914350000000000.0,8000029,7979763,1.0,1.0
597,1906900000000000.0,8000029,5197524,10.0,0.1
4351,1953130000000000.0,8003819,7998405,1.0,10.0
7739,1933440000000000.0,8003898,7993193,1.0,0.5
4758,1968250000000000.0,8000029,186285,10.0,10.0
646,1912470000000000.0,8000029,4156980,1.0,1.0
8611,1875350000000000.0,7984452,5991155,10.0,10.0
6023,1921100000000000.0,7960994,7940005,12.0,1.0
6227,1933250000000000.0,7992222,7971924,1.0,1.0
3468,1897150000000000.0,7996107,7984689,10.0,10.0
7272,1953590000000000.0,7976682,7967234,15.4,13.16577485
2990,1939590000000000.0,8000029,7971600,1.0,10.0
8349,1882810000000000.0,7992222,6653945,1.0,1.0
4875,1949040000000000.0,8000029,7966005,1.0,1.0
2544,1992650000000000.0,8000029,7998905,10.0,15.4
7089,1928090000000000.0,7976534,7970748,1.0,10.0
5341,1903660000000000.0,8000029,7984447,10.0,20.0
6987,1924370000000000.0,8003920,7976194,10.0,100.0
4066,1921120000000000.0,7984396,7965599,10.0,100.0
3988,1928680000000000.0,7992185,7969318,10.0,100.0
2160,1963820000000000.0,8002865,531651,10.0,1.0
685,1921820000000000.0,8000029,825951,10.0,10.0
7128,1930900000000000.0,7980464,7971638,20.0,10.0
3243,1912150000000000.0,8000029,7589681,10.0,20.0
8817,1892710000000000.0,7999955,4131358,1.0,100.0
7372,1964060000000000.0,8003799,7987051,10.0,10.0
4083,1920180000000000.0,7992222,7971803,12.0,20.0
2837,1955840000000000.0,7992185,7941825,1.0,10.0
3697,1892400000000000.0,8000000,7961912,10.0,10.0
4941,1937620000000000.0,8000029,7998291,1.0,10.0
5946,1910850000000000.0,7999992,7913653,10.0,1.0
4583,1969310000000000.0,8000029,7728880,10.0,10.0
5784,1917470000000000.0,7993422,7987719,19.0,10.0
4040,1926770000000000.0,8003909,7989274,10.0,10.0
2230,1989870000000000.0,7984452,116052,20.0,1.0
6962,1925320000000000.0,8007811,7998031,1.0,1.0
2320,1997620000000000.0,8000000,2575322,10.0,0.1
4878,1947140000000000.0,8000029,7981763,10.0,10.0
521,1901340000000000.0,7984452,4740121,1.0,10.0
522,1900420000000000.0,7976682,7958992,100.0,1.0
5345,1905520000000000.0,8000029,6705470,10.0,1.0
7437,1980400000000000.0,8027113,8017417,10.0,1.0
7665,1955320000000000.0,7996107,3411626,10.0,10.0
7661,1952460000000000.0,7999992,7980875,100.0,0.1
7823,1923040000000000.0,8000029,7973830,10.0,10.0
780,1931190000000000.0,7992222,7972004,1.0,0.1
7867,1908050000000000.0,8000029,7993588,100.0,1.0
6602,1932100000000000.0,7992222,7823798,1.0,0.1
5607,1922230000000000.0,8003902,7988151,20.0,10.0
5978,1919240000000000.0,8000029,3091793,10.0,10.0
651,1915270000000000.0,8000029,664366,10.0,15.03125
8340,1880060000000000.0,8015561,2326070,20.0,10.0
2196,1970540000000000.0,8000029,7970675,1.0,0.1
6773,1902040000000000.0,7996033,4360026,1.0,10.0
369,1912580000000000.0,8000000,7982033,10.0,1.0
7719,1940070000000000.0,7992222,7944516,1.0,10.0
4214,1947500000000000.0,7992280,7988422,1.0,1.0
377,1911640000000000.0,7984452,7963591,1.0,105.0
6715,1906730000000000.0,7984507,7971490,1.0,20.0
2216,1982110000000000.0,8000029,2115642,1.000010001,1.0
7258,1955500000000000.0,7992222,4507257,10.0,1.0
1613,1930800000000000.0,7976682,7973442,21.0,10.0
1827,1937330000000000.0,7999951,7996011,10.0,1.0
3632,1893350000000000.0,8000029,7938322,1.0,100.0
962,1957710000000000.0,8000029,7992000,21.0,20.0
2993,1943380000000000.0,7992185,7955693,1.0,10.0
8587,1868050000000000.0,7999992,7991963,10.0,1.0
7264,1956450000000000.0,8000029,7996150,10.0,10.0
6472,1921820000000000.0,7976645,7963810,12.0,10.0
359,1907920000000000.0,7992222,7987546,10.0,10.0
3839,1904400000000000.0,8007798,7995492,1.0,1.0
6393,1921860000000000.0,8000029,7997177,100.0,20.0
1246,1930030000000000.0,7976682,7971300,10.0,11.0
6660,1920780000000000.0,8000029,7999732,104.0,100.0
5087,1932830000000000.0,8003936,7993709,10.0,20.0
3694,1893330000000000.0,7976682,7957130,100.0,1.0
8034,1883890000000000.0,7984415,6719303,10.0,10.0
6993,1927190000000000.0,8000029,3387586,1.0,1.0
2567,2001410000000000.0,8000029,7988966,1.0,10.0
3423,1907400000000000.0,7999988,7979301,10.0,1.0
2037,1955280000000000.0,8000029,7977266,1.0,1.0
772,1928370000000000.0,8000000,7968561,10.0,1.0
5380,1924210000000000.0,8000029,7992987,1.0,1.0
8491,1858980000000000.0,8000029,7984502,1.0,20.0
3562,1893390000000000.0,7976656,7955970,10.0,10.0
562,1903190000000000.0,8000072,7997626,1.0,10.0
2546,1995570000000000.0,8000029,585532,1.0,100.0
5510,1923220000000000.0,8007798,8006415,20.0,100.0
5330,1906450000000000.0,8003900,7989263,20.0,10.0
6326,1924720000000000.0,7989712,7978050,140.0,10.0
4531,1963570000000000.0,8000029,7992984,20.0,20.0
1674,1946880000000000.0,8000000,7997788,0.1,10.0
365,1913520000000000.0,8000029,802496,21.0,1.0
6273,1927570000000000.0,7992185,7984675,100.0,1.0
6176,1931380000000000.0,7984452,7967237,10.0,15.8125
4327,1951230000000000.0,8000029,7726665,1.0,10.0
147,1906190000000000.0,8000000,7985074,1.0,1000.0
1668,1942130000000000.0,7992185,7983284,1.0,1.0
3088,1956670000000000.0,8000029,4446601,1.0,10.0
8843,1892690000000000.0,8000029,6383703,10.0,20.0
407,1909770000000000.0,7992222,7985401,1.0,1.0
8506,1859880000000000.0,7992185,4926098,0.1,10.0
3456,1894370000000000.0,7968912,7957964,1.0,10.0
4182,1936130000000000.0,7984452,2216577,0.1,15.0
3576,1889670000000000.0,8003686,7984589,10.0,1.0
3271,1900030000000000.0,7988337,7974458,10.0,10.0
4940,1938560000000000.0,8000029,6375956,10.0,10.0
1031,1934840000000000.0,7972797,7426401,10.0,10.0
8836,1892700000000000.0,8000029,7999813,10.0,1.0
8711,1883560000000000.0,8000029,7986868,1.0,1.0
855,1946310000000000.0,8000029,6274040,10.0,21.0
3926,1926820000000000.0,8003851,8003679,100.0,1.0
78,1900660000000000.0,7988337,4225624,1.0,10.0
2247,1988880000000000.0,7981233,7929741,10.0,20.0
7065,1933760000000000.0,7999955,7980547,17.5,12.6875
8837,1892700000000000.0,8000000,7981397,10.0,10.0
8494,1858980000000000.0,7992222,7952292,10.0,10.0
7370,1965980000000000.0,7992222,7959337,10.0,20.0
6569,1919890000000000.0,7992222,5857399,10.0,20.0
788,1928360000000000.0,8000029,7751307,100.0,1.0
2279,1990820000000000.0,7992229,7893835,10.0,0.001
4095,1923930000000000.0,7996070,1178046,1.0,1.0
3897,1924960000000000.0,7999992,1636578,10.0,12.0
6220,1932310000000000.0,7996141,7984304,100.0,20.0
7910,1897810000000000.0,7992222,7982301,100.0,0.5
8387,1878210000000000.0,8000000,7984964,1.0,1.0
3631,1894280000000000.0,7996033,7990041,100.0,10.0
7142,1938450000000000.0,8003857,8001300,10.0,1.0
424,1901380000000000.0,8000029,7924567,1.0,100.0
392,1908840000000000.0,8000029,3621955,1.0,10.0
7121,1930910000000000.0,8000029,7929880,140.0,10.0
16,1902540000000000.0,7999992,7990444,1.0,0.1
4200,1941810000000000.0,7992074,7752230,40.0,14.0
2672,2005280000000000.0,7999992,7950004,1.0,10.0
2444,1987830000000000.0,8000549,7989280,1.0,20.0
6828,1897370000000000.0,8000029,7995160,1.0,10.0
6455,1918080000000000.0,7980604,7978153,20.0,10.0
3493,1892490000000000.0,8000029,7988202,100.0,20.0
6044,1918270000000000.0,8000029,6893280,1.0,1.0
1459,1946980000000000.0,7992222,7908743,10.0,21.0
6888,1913170000000000.0,7984452,7005462,100.0,100.0
8139,1896780000000000.0,8000029,7995433,120.0,10.0
6450,1913400000000000.0,7988374,7461631,1.0,100.0
6338,1911580000000000.0,8007779,7996538,100.0,100.0
3835,1905330000000000.0,8000029,7989142,1.0,1.0
8264,1892080000000000.0,8000029,7970046,1.0,40.0
5683,1921260000000000.0,7996070,7980417,20.0,1.0
7373,1964060000000000.0,8000029,7997140,1.0,10.0
5827,1911840000000000.0,8003570,8001077,10.0,10.0
8655,1879910000000000.0,7976682,7950358,10.0,10.0
4724,1964420000000000.0,8000036,7988345,10.0,10.0
7394,1970780000000000.0,7992222,7982466,10.0,10.0
5887,1919300000000000.0,7995071,7989090,10.0,1.0
2355,1994680000000000.0,8010783,7993701,1.0,10.0
6036,1926740000000000.0,8007778,8004412,1.0,1.0
4798,1960540000000000.0,8000029,7905673,10.0,10.0
2442,1990740000000000.0,7988892,786426,1.0,1.0
8623,1873510000000000.0,7992222,4211996,10.0,18.10895438
4592,1976050000000000.0,8000029,7998842,1.0,12.0
7503,1992990000000000.0,7988337,7956446,100.0,10.0
464,1905090000000000.0,7988299,7987289,120.0,1.0
163,1907110000000000.0,7992222,7976444,20.0,10.0
8214,1901370000000000.0,7980530,4407773,10.0,1.0
8372,1878210000000000.0,8007788,8000243,100.0,10.0
6756,1891860000000000.0,7996107,7994427,100.0,1.0
8681,1886340000000000.0,7998475,7978686,10.0,10.0
241,1908930000000000.0,7976719,483899,1.0,40.0
2009,1941020000000000.0,7996167,7988993,10.0,1.0
3084,1955710000000000.0,8000000,7986335,1.0,1.0
6208,1939880000000000.0,8000029,2286975,1.0,0.1
900,1943450000000000.0,8000029,7633534,1.0,1.0
5542,1926970000000000.0,8000029,4339009,1.0,1.0
7290,1947860000000000.0,7992248,7984684,0.1,0.1
7557,1986170000000000.0,7992222,7973463,10.0,10.0
4837,1949060000000000.0,8011712,7882506,10.0,10.0
2293,1993730000000000.0,8000029,1268378,1.0,10.0
6243,1931350000000000.0,7992222,7977822,1.0,1.0
4481,1953080000000000.0,7999955,1810872,1.0,100.0
5302,1912070000000000.0,7992222,7968594,1.0,10.0
4605,1975080000000000.0,7945602,7867392,1.0,1.0
3716,1888700000000000.0,7996107,1313551,1.0,10.0
7902,1903380000000000.0,7999992,7985783,1.0,20.0
6140,1929510000000000.0,8000029,6340863,1.0,10.0
1764,1943990000000000.0,7996107,3820706,1.0,100.0
1549,1934610000000000.0,8000029,1314246,1.0,1.0
3029,1949070000000000.0,7980506,7965222,0.1,104.0
7204,1949810000000000.0,7988337,7973456,1.0,100.0
2044,1961020000000000.0,7989040,3671678,1.0,14.000201
767,1924600000000000.0,8000029,5600583,1.0,1.0
5693,1920320000000000.0,8000029,7981607,20.0,10.0
1508,1938410000000000.0,7984470,7983247,0.0,10.0
3302,1891680000000000.0,8003915,7948739,10.0,10.0
4517,1958790000000000.0,8000029,7966807,10.0,1.0
4219,1941790000000000.0,8000000,7895662,1.0,100.0
7914,1897810000000000.0,8000029,7941002,10.0,120.0
6251,1931350000000000.0,7976682,7956884,1.0,10.0
3292,1888910000000000.0,7999881,7980732,10.0,1.0
819,1945380000000000.0,7999992,7668393,0.1,1.0
1403,1949860000000000.0,8000029,7916771,1.0,1.0
1382,1952730000000000.0,8000029,7989776,100.0,11.02089523
2148,1960000000000000.0,8000029,2250029,1.0,1.0
5671,1925020000000000.0,8000029,7996512,100.0,20.0
1638,1938350000000000.0,8000590,7972157,1.0,1.0
5891,1917420000000000.0,7992222,7981836,10.0,10.0
608,1908760000000000.0,8000029,1009504,1.0,10.0
399,1909770000000000.0,8000029,6295398,1.0,1.0
882,1946300000000000.0,8007132,7988080,1.0,2.0
3565,1888770000000000.0,7984415,7983855,1.0,100.0
4285,1938900000000000.0,8000029,7971167,10.0,10.0
1179,1921590000000000.0,7992222,7966098,1.0,1.0
5448,1928890000000000.0,8003880,7994369,20.0,1.0
4244,1949380000000000.0,8003908,7990360,1.0,1.0
5218,1914910000000000.0,8001213,7994131,20.0,20.0
6515,1916170000000000.0,7999955,5197380,1.0,10.0
2130,1958100000000000.0,7996159,7904475,100.0,0.1
5078,1930940000000000.0,7992222,7984042,10.0,10.0
456,1906020000000000.0,7957257,723503,10.0,20.0
7248,1948830000000000.0,8000029,7997220,1.0,100.0
5175,1924310000000000.0,7984452,2329610,0.1,1.0
1950,1934430000000000.0,7999992,6110835,41.0,1.0
5372,1920460000000000.0,7984452,7645645,10.0,10.0
689,1920880000000000.0,8003918,8003827,10.0,10.0
8742,1890000000000000.0,8000029,3547833,1.0,20.0
8721,1883560000000000.0,8003892,7984726,1.0,19.53432781
1953,1938210000000000.0,8000029,3773942,10.0,1.0
5636,1926920000000000.0,8000029,3098711,1.0,10.0
2710,1994510000000000.0,8006892,7961953,1.0,12.1
8241,1903220000000000.0,8000029,4201832,1.0,1.0
7081,1927150000000000.0,8006785,7992669,20.0,1.0
4349,1955040000000000.0,7992222,4505982,10.0,0.1
4138,1929550000000000.0,8007682,7991155,1.0,1.0
1884,1939190000000000.0,8003899,7999728,10.0,21.0
7181,1947930000000000.0,8000029,7927359,1.0,1.0
4485,1956900000000000.0,7992925,1841420,1.0,20.0
2494,1991690000000000.0,8000029,1242356,15.03125,1.0
6808,1898310000000000.0,8000029,1764859,10.0,1.0
3036,1951920000000000.0,7968801,7855401,11.0,10.0
5777,1916530000000000.0,8000029,2832332,10.0,1.0
3603,1890590000000000.0,7992222,4693512,10.0,10.0
845,1945370000000000.0,8000029,7637061,1.0,1.0
542,1897620000000000.0,7992222,7945052,10.0,1.0
3724,1891470000000000.0,7992222,7983501,10.0,1.0
4187,1935190000000000.0,7988374,5994582,1.0,1.0
3679,1890560000000000.0,7993248,7981776,10.0,10.0
7603,1979370000000000.0,7999992,7666718,10.0,10.0
6075,1929540000000000.0,8003839,7986182,0.01,0.1
6458,1917140000000000.0,7988374,7969636,10.0,100.0
7787,1932480000000000.0,8003899,7988690,1.0,1.0
6558,1921770000000000.0,8003891,8002929,100.0,12.0
2964,1954820000000000.0,7992222,7947083,1.0,10.0
2529,1992650000000000.0,7992185,7896468,1.0,10.0
5772,1913730000000000.0,7999992,7945849,10.0,10.0
1048,1933890000000000.0,7996461,7990385,10.0,10.0
1960,1943890000000000.0,7996107,7972788,1.0,1.0
2530,1993630000000000.0,7984415,2172851,10.0,1.0
7104,1926200000000000.0,7972723,7955188,10.0,10.0
237,1907070000000000.0,7976682,3382803,10.0,12.0
4917,1943310000000000.0,7984452,4060182,10.0,10.0
1133,1915050000000000.0,7996004,7976237,12.6875,10.0
5901,1918360000000000.0,7992222,7912976,1.0,10.0
7874,1903400000000000.0,8000029,7974754,120.0,10.0
4259,1956050000000000.0,8000029,4657027,10.0,1.0
7508,1991050000000000.0,7992222,7983562,1.0,1.0
7051,1930940000000000.0,8003916,7997471,1.0,1.0
7168,1943180000000000.0,8000029,7967277,1.0,1.0
5656,1926910000000000.0,7996096,7975892,1.0,10.0
7348,1960230000000000.0,8000029,1768954,1.0,10.0
8415,1875440000000000.0,7996107,7980088,14.0,10.0
5907,1915550000000000.0,7992222,7893314,0.0,10.0
2978,1946240000000000.0,8000029,7955714,1.0,10.0
7538,1990060000000000.0,8000029,7535003,10.0,100.0
5524,1921330000000000.0,8003740,7999109,1.0,10.0
8818,1891790000000000.0,8000029,4275244,51.0,1.0
7067,1934710000000000.0,8000029,3291254,10.0,10.0
7111,1930910000000000.0,7992222,7982774,19.39395762,20.0
3919,1922130000000000.0,7992222,5891387,0.01,10.0
3138,1943300000000000.0,8002996,8000247,10.0,10.0
8358,1876380000000000.0,8003186,7989087,100.0,1.0
5789,1919340000000000.0,7996107,7996071,100.0,1.0
4073,1920180000000000.0,7996144,7983456,1.0,1.0
8565,1865320000000000.0,7976682,7965833,10.0,1.0
3229,1906560000000000.0,8000029,7994420,20.0,100.0
1826,1938270000000000.0,7992148,7965375,1.0,10.0
5548,1926020000000000.0,7999992,7984585,20.0,100.0
593,1905970000000000.0,8003795,7999976,10.0,100.0
2725,1996450000000000.0,8003917,7998703,1.0,10.0
4137,1928610000000000.0,8003773,8003694,1.0,1.0
560,1903190000000000.0,8000029,2712923,10.0,0.1
7461,1984270000000000.0,7999992,7989527,10.0,0.1
6723,1908590000000000.0,7996107,3636335,10.0,1.0
243,1910790000000000.0,7976719,7959290,1.0,21.0
5435,1929840000000000.0,8007369,7994740,1.0,1.0
4437,1941680000000000.0,7999992,7987322,0.1,1.0
6624,1929260000000000.0,7996107,7979472,100.0,100.0
405,1909770000000000.0,8007727,8006847,1.0,10.0
1442,1952700000000000.0,8000029,7994057,0.1,1.0
261,1918260000000000.0,8000029,4921069,10.0,1.0
7623,1970680000000000.0,8000029,7997432,10.0,10.0
8463,1869930000000000.0,7996121,7985243,10.0,10.0
1689,1948780000000000.0,7994072,351629,10.34375,1.0
1725,1954480000000000.0,8015451,8007837,1.0,1.0
7768,1928710000000000.0,8003895,7999866,100.0,0.5
4930,1938570000000000.0,7992248,7979159,10.0,104.7134088
5962,1916450000000000.0,8000029,2244946,10.0,10.0
2496,1992670000000000.0,7992222,6893856,1.0,20.0
6106,1922000000000000.0,8000029,7963784,10.0,1.0
8867,1895440000000000.0,8000029,6229460,1.0,20.0
340,1908870000000000.0,7997132,7976845,1.0,10.0
6662,1917970000000000.0,7996144,7984814,100.0,1.0
1601,1930810000000000.0,7996033,7984546,10.0,1.0
6680,1918900000000000.0,8007793,7992674,130.0,1.0
5782,1915600000000000.0,7991593,6410655,1.0,1.0
4576,1972200000000000.0,7992222,7975401,18.0,1.0
3725,1891470000000000.0,7999992,4235913,10.0,10.0
2556,1994590000000000.0,8000000,7984133,12.0,0.1
2785,1956820000000000.0,8000029,7983357,1.0,1.0
1523,1929900000000000.0,7992148,5025006,10.0,10.0
7109,1929970000000000.0,7992194,7986352,1.0,0.1
2831,1952980000000000.0,8000029,7994587,1.0,1.0
1012,1939580000000000.0,7984452,6249642,10.0,10.0
6727,1907660000000000.0,8000029,7994340,100.0,100.0
7702,1941020000000000.0,8000029,7955385,1.0,0.1
1766,1943990000000000.0,7980567,7980305,100.0,10.0
4551,1965480000000000.0,8000029,7988118,1.0,10.0
4037,1933380000000000.0,8003916,7996012,1.0,1.0
6529,1921790000000000.0,7992222,7991278,40.0,0.1
7527,1990070000000000.0,8003908,2950366,1.0,1.0
7725,1941020000000000.0,7992222,7982878,10.0,1.0
8567,1867140000000000.0,7976682,3912389,1.0,10.0
363,1911650000000000.0,8003722,7958430,10.0,1.0
5367,1918580000000000.0,7999992,7876989,1.0,10.0
8833,1892700000000000.0,7998285,7989554,20.0,1.0
6762,1893700000000000.0,7988337,7978347,10.0,100.0
8388,1880040000000000.0,7992222,4490623,1.0,1.0
4725,1965380000000000.0,7992259,3270319,10.0,10.0
4443,1943570000000000.0,7995832,7974874,10.0,21.0
7593,1970690000000000.0,8003933,7986891,10.0,1.0
8507,1858980000000000.0,7999988,7993388,20.0,0.1
2562,1995560000000000.0,8003908,7996346,1.0,1.0
7183,1951730000000000.0,7992222,6833319,10.0,1.0
8523,1862610000000000.0,8003349,8003070,10.0,10.0
5519,1918520000000000.0,7988300,7894675,10.0,10.0
8532,1865330000000000.0,7998902,7982814,10.0,10.0
3083,1958580000000000.0,7992222,7973121,1.0,1.0
2959,1955780000000000.0,7988337,7975101,10.0,1.0
2102,1964820000000000.0,8000000,7963986,20.0,1.0
632,1905020000000000.0,7992222,7983644,10.0,100.0
2493,1990720000000000.0,8000029,3230196,1.0,1.0
2665,2002340000000000.0,8003867,7969212,1.0,1.0
6912,1919710000000000.0,7984452,7982941,10.0,1.0
4406,1941700000000000.0,7984452,7974982,10.0,10.0
7159,1946030000000000.0,7999955,799662,10.0,10.0
