,difficulty,gaslimit,gasused,gaspricel1,gaspricel2
600,1907830000000000.0,7999992,808437,10.0,1.0
4227,1942730000000000.0,8000029,7975071,10.0,10.0
2621,1998460000000000.0,7988374,2691883,10.0,1.0
7577,1974550000000000.0,8011717,8001784,100.0,140.0
77,1900660000000000.0,7996137,7961219,10.0,20.0
7546,1988120000000000.0,8000000,7988691,10.0,1.0
2898,1950080000000000.0,7984452,1666640,0.1,10.0
6148,1930450000000000.0,7984470,7975148,10.0,0.1
7332,1947830000000000.0,8003907,7997722,10.0,20.0
4820,1950010000000000.0,7984452,7965277,10.0,1.0
1314,1947040000000000.0,8000029,927340,10.0,1.0
8253,1892080000000000.0,7984470,7978578,10.0,12.0
5947,1910850000000000.0,8000029,7931452,1.0,10.0
6413,1914350000000000.0,7992222,7991555,10.0,1.0
8261,1888390000000000.0,8007812,8007148,100.0,10.0
872,1945360000000000.0,7988263,7634892,1.0,2.0
3850,1911860000000000.0,8007766,7996718,1.0,1.0
5468,1926060000000000.0,7992222,7809703,15.0,1.0
5951,1912710000000000.0,8003934,7996173,1.0,1.0
3643,1889660000000000.0,7999992,7982062,100.0,10.0
2965,1952910000000000.0,7999992,7999234,10.0,1.0
3391,1895330000000000.0,8011605,8009985,1.0,10.0
5415,1929850000000000.0,8000000,7979667,1.0,10.0
2560,1996530000000000.0,8000000,7976274,10.0,1.0
1570,1934600000000000.0,8000029,3393470,10.0,1.0
2635,2004320000000000.0,8000000,7957849,0.1,1.0
5256,1916770000000000.0,7999951,7988189,1.0,20.0
3530,1895250000000000.0,7992222,7975228,10.0,1.0
375,1913510000000000.0,8000029,7986402,1.0,20.0
1908,1925960000000000.0,7999955,7344943,10.0,1.0
4429,1939780000000000.0,7992222,7987664,10.0,10.0
1969,1940090000000000.0,7996144,4842373,10.0,10.0
235,1906140000000000.0,7976682,2454843,1.0,10.0
4027,1932440000000000.0,8000029,3228370,1.0,140.0
6461,1918070000000000.0,8000029,6041398,10.0,10.0
1604,1932700000000000.0,8002912,7993361,1.0,1.0
7984,1884840000000000.0,7988337,7975749,100.0,120.0
1118,1911320000000000.0,7988263,5019044,10.0,100.0
3677,1888720000000000.0,7977681,7945281,10.0,1.0
3490,1895270000000000.0,8003894,7983651,120.0,20.0
2038,1956240000000000.0,8003903,7985423,1.0,1.0
7717,1941020000000000.0,8003840,7989994,10.0,10.0
6039,1922030000000000.0,8019498,8007300,20.0,20.0
2958,1955780000000000.0,7996107,2253896,1.0,1.0
1994,1944820000000000.0,7984452,7965360,20.0,10.0
2824,1950130000000000.0,8007778,7995453,1.0,1.0
8236,1898580000000000.0,7999992,7966451,1.0,10.0
2376,1983980000000000.0,7999955,1984600,1.0,1.0
8479,1869000000000000.0,8000029,7892248,1.0,10.0
1342,1945130000000000.0,7988300,6686212,1.0,0.1
320,1914490000000000.0,7992222,7966180,13.000100999999999,10.0
1619,1932690000000000.0,8000029,5492154,1.0,1.0
3713,1886860000000000.0,7995026,7983849,100.0,10.0
5287,1914880000000000.0,7999992,5898126,10.0,1.0
2060,1961010000000000.0,8000029,1009369,10.0,20.0
8841,1891770000000000.0,8003826,7956213,10.0,10.0
2219,1983080000000000.0,7992222,2226976,1.0,10.0
1673,1945930000000000.0,7992222,7953312,10.0,10.0
6038,1922030000000000.0,8015596,8006349,20.0,1.0
260,1918260000000000.0,7999992,7890748,1.0,1.0
8310,1879150000000000.0,8000029,7988641,1.0,10.0
2039,1957190000000000.0,7996107,508451,1.0,1.0
4785,1966310000000000.0,8000029,7958984,10.0,1.0
901,1942500000000000.0,8003399,7669346,10.0,1.0
3744,1881320000000000.0,7988744,7972131,1.0,1.0
6402,1918100000000000.0,7984452,7980586,100.0,1.0
2026,1954330000000000.0,7996071,7994370,10.0,120.0
6988,1925310000000000.0,8007788,8005805,1.0,10.0
7678,1948640000000000.0,7996181,7950751,1.0,1.0
4234,1944630000000000.0,7992222,7986299,18.0,10.0
1917,1927840000000000.0,7992666,7983247,1.0,10.0
1828,1937330000000000.0,8003852,7993685,1.0,10.0
1573,1936490000000000.0,7992185,7942249,1.0,10.0
4415,1940740000000000.0,8000029,7994354,1.0,100.0
4749,1966330000000000.0,7996107,7916346,1.0,10.0
6233,1937020000000000.0,7999992,4655830,10.0,10.0
8280,1883770000000000.0,8002568,8001616,10.0,10.0
4654,1959680000000000.0,7972797,7958804,10.0,1.0
6283,1929440000000000.0,7976693,7968776,10.0,10.0
4208,1945600000000000.0,7976682,7970222,10.0,10.0
4627,1962570000000000.0,7992148,7928083,1.0,20.0
224,1901490000000000.0,7998454,7987815,21.0,1.0
723,1918990000000000.0,7984452,6743355,1.0,100.0
8378,1876370000000000.0,8000310,7991772,10.0,10.0
6979,1922500000000000.0,8000029,7996655,1.0,1.0
1141,1920660000000000.0,8000029,3508849,21.0,1.0
5529,1925090000000000.0,7992222,7984206,15.0,12.0
6469,1920880000000000.0,7999992,7984963,10.0,100.0
5764,1915600000000000.0,8003898,7988087,10.0,10.0
7467,1985240000000000.0,7992222,4408645,1.0,1.0
8355,1880060000000000.0,8003201,6617412,10.0,15.0
5554,1930730000000000.0,8000029,6493246,20.0,10.0
7193,1948860000000000.0,8000029,7995192,1.0,100.0
5511,1924160000000000.0,8000029,7970867,1.0,20.0
2762,1973160000000000.0,7976682,7963767,10.0,1.0
846,1946320000000000.0,7992222,4481757,1.0,1.0
4289,1939850000000000.0,7984452,3852269,10.0,1.0
5560,1927900000000000.0,7992222,7875794,10.0,10.0
6717,1907670000000000.0,8000029,7999865,10.0,21.0
5042,1944210000000000.0,7987915,7985115,1.0,11.0
6117,1926700000000000.0,7988820,7974272,10.0,10.0
2551,1991670000000000.0,7992222,6994440,10.0,20.0
5725,1912810000000000.0,7996144,7979592,120.0,10.0
2928,1951020000000000.0,8000697,1310602,10.0,1.0
117,1900640000000000.0,7992222,3092821,20.0,12.0
645,1912470000000000.0,8003903,8002440,1.0,1.0
5966,1917380000000000.0,7984452,7974058,13.000100999999999,10.0
3,1899760000000000.0,7996070,7985087,1.0,1.0
4170,1936140000000000.0,8003919,7995926,1.0,1.0
5851,1909030000000000.0,7984452,4975107,1.0,10.0
467,1904150000000000.0,7996100,7993564,1.0,1.0
7489,1993980000000000.0,8000029,4373316,10.0,1.0
5,1900680000000000.0,7992222,1661349,10.0,1.0
5342,1905520000000000.0,8000029,3933949,10.0,10.0
919,1938700000000000.0,8003923,7989935,100.0,10.0
2595,2006290000000000.0,7976682,1569378,1.0,10.0
4324,1951230000000000.0,7980530,7972156,17.0,10.0
1063,1931050000000000.0,8007782,7999857,1.0,21.0
2590,2006300000000000.0,8000029,7117764,10.0,104.0
242,1909860000000000.0,7984489,7975685,21.0,1.0
7042,1931880000000000.0,7992185,2707546,10.0,10.0
8246,1897640000000000.0,7976682,7968256,100.0,10.0
1160,1916910000000000.0,8000029,7998493,11.90625,10.0
2870,1954870000000000.0,8000029,7087970,10.0,1.0
3735,1883170000000000.0,8004784,7993276,20.0,1.0
8470,1868100000000000.0,8000000,7998004,10.0,1.0
2397,1977200000000000.0,7992222,7987552,1.0,1.0
7997,1882990000000000.0,8002098,7999272,10.0,10.0
3517,1889710000000000.0,7999992,7989602,10.0,10.0
6986,1922500000000000.0,8000029,7988614,100.0,100.0
3421,1905530000000000.0,7999992,7790069,1.0,10.0
2563,1996530000000000.0,7996107,7977857,1.0,1.0
6767,1899260000000000.0,8000029,1684847,10.0,0.1
5622,1921290000000000.0,7992222,7985951,10.0,20.0
1605,1932700000000000.0,8006807,7971358,0.1,1.0
1733,1954480000000000.0,7999807,7998387,120.0,1.0
2324,1997620000000000.0,8003835,7989587,1.0,0.1
2709,1995480000000000.0,8003034,7968701,12.1,1.0
8289,1877330000000000.0,7976645,5389253,20.0,1.0
1312,1946090000000000.0,8000000,7962135,10.0,1.0
3448,1893450000000000.0,7957294,7941538,1.0,1.0
3812,1892360000000000.0,8000000,7989457,20.0,10.0
6085,1929540000000000.0,8011210,8004849,1.0,1.0
8542,1859870000000000.0,8003888,7993368,100.0,20.0
2362,1992730000000000.0,7996144,7984756,1.0,0.1
1975,1944830000000000.0,8003857,7972579,1.0,40.0
3514,1892480000000000.0,8000029,7992469,1.0,1.0
1761,1946840000000000.0,8000029,4346560,10.0,10.0
7487,1993980000000000.0,8000029,7995804,1.0,15.0
5401,1924200000000000.0,7992211,7988074,10.0,20.0
2739,1990600000000000.0,8000029,7993000,1.0,17.6
5637,1926920000000000.0,8000029,4516337,10.0,1.0
2660,1997460000000000.0,7992222,6312441,1.0,100.0
2472,1980060000000000.0,8000029,3050459,100.0,1.0
8772,1878000000000000.0,8000029,7991116,10.0,10.0
6738,1894640000000000.0,8000029,7998435,100.0,100.0
6891,1911300000000000.0,7992222,7988300,100.0,1.0
7536,1988120000000000.0,7992222,7972856,1.0,10.0
4007,1924910000000000.0,8000029,7982084,140.0,1.0
7943,1899650000000000.0,7976682,7963174,1.0,10.0
4718,1961550000000000.0,7999992,4379354,10.0,1.0
6177,1931380000000000.0,7992222,7976101,100.0,10.0
1493,1942210000000000.0,7988337,4840210,10.0,1.0
4206,1942750000000000.0,7992222,7990531,1.0,20.0
6371,1920930000000000.0,7988300,7194988,1.0,100.0
2158,1961910000000000.0,8000000,7998076,100.0,1.0
1169,1912230000000000.0,7976682,7970923,1.0,10.0
8411,1872690000000000.0,8003911,7988374,1.0,1.0
232,1903350000000000.0,8000029,5455835,1.0,1.0
66,1900660000000000.0,7992222,7981293,0.1,0.1
7561,1987140000000000.0,7992222,3825051,10.0,10.0
1603,1932700000000000.0,8000029,7301049,1.0,1.0
6168,1935170000000000.0,8000029,4534906,1.0,1.0
3283,1899090000000000.0,7992185,5239568,1.0,100.0
3596,1888740000000000.0,8000029,6808209,1.0,1.0
6288,1930380000000000.0,7992222,7379498,1.0,10.0
4632,1960650000000000.0,7999992,3645640,10.0,10.0
6955,1924390000000000.0,8000029,7993953,1.0,1.0
125,1904350000000000.0,8000029,6278027,21.0,10.0
7641,1974530000000000.0,8000029,7698940,10.0,1.0
6229,1934190000000000.0,8000029,2983704,10.0,1.0
5350,1909240000000000.0,8000000,7991418,10.0,1.0
1296,1943250000000000.0,7992222,7967805,1.0,10.0
1976,1942930000000000.0,8000029,7965267,1.0,1.0
8412,1873610000000000.0,7996107,7990261,20.0,1.0
713,1920870000000000.0,7984452,2286447,10.0,1.0
2075,1960040000000000.0,7984452,7964535,1.0,1.0
4580,1967390000000000.0,8000029,7984269,10.0,10.0
5750,1911870000000000.0,8003836,7993228,10.0,1.0
8869,1898220000000000.0,7993554,7984790,4.0,20.0
3086,1956670000000000.0,7996107,7259964,100.0,120.0
8227,1904150000000000.0,8000029,7991645,10.0,10.0
6882,1908500000000000.0,8003912,7995696,10.0,10.0
8256,1892080000000000.0,7992259,7897462,20.0,10.0
7673,1949590000000000.0,8003925,7983328,1.0,20.0
3345,1889810000000000.0,7984433,7971159,1.0,10.0
8363,1878220000000000.0,7992222,7983481,100.0,10.0
5870,1913690000000000.0,8003904,8000806,1.0,10.0
6506,1916180000000000.0,8007503,7993162,20.0,100.0
2797,1952990000000000.0,8000029,7991808,10.0,1.0
918,1939640000000000.0,8000029,7991023,10.0,1.0
1646,1937400000000000.0,7992185,7982511,0.1,10.0
5122,1930930000000000.0,7992222,5263566,1.0,0.1
5126,1929040000000000.0,7992185,5452696,1.0,140.0
4978,1939500000000000.0,7992222,3630873,1.0,1.0
5431,1929840000000000.0,8003919,7752106,10.0,1.0
6842,1898300000000000.0,8003935,7991336,100.0,1.0
4621,1964490000000000.0,7976571,3604602,10.0,10.0
6809,1899240000000000.0,8000029,4066727,10.0,10.0
364,1912580000000000.0,8000029,348559,1.0,10.0
7553,1988120000000000.0,7992222,7978335,0.1,10.0
3287,1894460000000000.0,7992148,7986611,1.0,100.0
2125,1962900000000000.0,8003921,8000835,1.0,100.0
8150,1887520000000000.0,8000029,7979328,100.0,20.0
4123,1929560000000000.0,8000029,7985202,1.0,1.0
4569,1967390000000000.0,8000029,7990098,1.0,1.0
525,1904130000000000.0,8000029,1077627,1.0,10.0
4821,1950970000000000.0,7992222,7981565,10.0,10.0
55,1897880000000000.0,8000029,7550824,10.0,10.0
638,1906880000000000.0,8000029,7901616,1.0,10.0
302,1913560000000000.0,7999326,5677724,1.0,1.0
2766,1975090000000000.0,8000000,7998627,1.0,1.0
5811,1909050000000000.0,8000029,7892515,10.0,10.0
1276,1937580000000000.0,8003907,8003423,21.0,0.1
8574,1867140000000000.0,7984470,7984326,10.0,1.0
4720,1964420000000000.0,8003903,7989266,100.0,1.0
2055,1958140000000000.0,8005739,7072490,1.0,10.0
5376,1924210000000000.0,8000029,7986237,10.0,10.0
6947,1921570000000000.0,8000029,7999822,1.0,1.0
5145,1929970000000000.0,8000000,7995226,1.0,10.0
4432,1941680000000000.0,8000029,7866771,20.0,1.0
3644,1888730000000000.0,7992185,7988747,1.0,100.0
4143,1924840000000000.0,8000251,7990253,10.0,10.0
2878,1945330000000000.0,8000029,7995190,10.0,10.0
6493,1925570000000000.0,7992185,3717613,1.0,10.0
5240,1913030000000000.0,8000029,7819545,1.0,1.0
8350,1882810000000000.0,7999992,7674054,10.0,1.0
6937,1921570000000000.0,7976656,7970473,0.1,1.0
7240,1952650000000000.0,7992222,7974701,1.0,10.0
2593,2003360000000000.0,7992222,7958708,1.0,100.0
2393,1983970000000000.0,7984452,5558243,1.0,1.0
523,1901340000000000.0,7984452,4655286,1.0,100.0
6376,1920920000000000.0,7980530,7967741,10.0,10.0
6981,1922500000000000.0,7999992,7992309,100.0,0.1
6677,1920780000000000.0,7992222,7983555,100.0,20.0
3900,1927780000000000.0,8000000,1458719,10.0,10.0
8552,1866230000000000.0,8006245,7699848,1.0,1.0
5585,1926000000000000.0,7984711,7952747,10.0,10.0
8465,1870840000000000.0,8003849,7997386,10.0,1.0
7956,1894080000000000.0,8003932,7998676,1.0,1.0
7570,1986170000000000.0,8000000,7999847,10.0,10.0
6777,1902040000000000.0,8000029,7992306,1.0,20.0
671,1915270000000000.0,7976534,6328115,0.1,0.1
4188,1936130000000000.0,7996174,1211914,10.0,1.0
666,1914330000000000.0,7996033,6011515,0.1,10.0
3266,1897250000000000.0,8000000,7985863,0.1,100.0
1887,1940130000000000.0,8000029,4500563,1.0,1.0
7687,1944820000000000.0,7992222,6976639,0.1,10.0
6031,1922980000000000.0,7999992,7816906,1.0,1.0
6090,1927650000000000.0,8003862,7996147,10.0,20.0
6238,1932300000000000.0,8000029,7984084,10.0,20.0
7350,1961190000000000.0,8000029,5646623,1.0,10.0
7830,1927740000000000.0,8000029,7929547,100.0,10.0
760,1919910000000000.0,7988359,7960487,10.0,120.0
6254,1930400000000000.0,7984452,7981723,100.0,1.0
1906,1925960000000000.0,7999992,7987377,1.0,10.0
3818,1897910000000000.0,7992222,5253588,20.0,1.0
6269,1928510000000000.0,7992222,3365309,10.0,10.0
4300,1938900000000000.0,7988226,7979985,1.0,10.0
5569,1928840000000000.0,8000029,7829122,15.0,10.0
7941,1897800000000000.0,7992222,7985771,0.1,1.0
4164,1938980000000000.0,8000029,2223159,1.0,10.0
5971,1920190000000000.0,7999992,7933826,13.000100999999999,1.0
3579,1886910000000000.0,8000029,7989894,100.0,1.0
2832,1953930000000000.0,8000029,1269253,1.0,1.0
5449,1928890000000000.0,7996070,4811126,1.0,20.0
3472,1896220000000000.0,8000029,4850503,10.0,1.0
6327,1924720000000000.0,7997513,7990864,20.0,140.0
137,1909010000000000.0,8000000,7997713,16.0,1.0
7043,1930000000000000.0,7984415,7971036,10.0,10.0
4892,1933850000000000.0,7996107,7989437,100.0,100.0
2180,1966700000000000.0,7973611,7959052,20.0,1.0
7730,1937230000000000.0,8000029,7983813,20.0,100.0
3177,1935700000000000.0,7999992,7995292,1.0,140.0
4854,1955720000000000.0,8007775,8004893,100.0,10.0
4637,1963520000000000.0,8000029,3624164,1.0,1.0
5115,1928100000000000.0,8000029,7998442,13.4,10.0
7648,1961060000000000.0,7999992,7979667,10.0,100.0
4261,1955090000000000.0,8000029,4302245,20.0,10.0
1331,1943240000000000.0,8000029,7946393,1.0,10.0
7002,1931900000000000.0,8000029,7974630,10.0,10.0
6941,1921570000000000.0,7988300,2606600,10.0,120.0
8017,1878390000000000.0,8007797,8002217,21.0,10.0
6241,1933240000000000.0,8000029,7987474,10.0,100.0
8871,1895440000000000.0,8007810,7951532,20.0,10.0
6881,1909440000000000.0,8000029,7983364,10.0,100.0
4530,1962610000000000.0,8000029,7986834,20.0,10.0
4673,1958710000000000.0,7984378,4569635,10.0,10.0
6996,1930020000000000.0,8000000,7991495,10.0,0.1
1252,1929090000000000.0,8011572,7992366,21.0,21.0
3374,1886110000000000.0,8003930,4495550,1.0,140.0
2814,1951080000000000.0,8000000,5176678,140.0,10.0
4719,1962510000000000.0,8000000,7996796,1.0,10.0
6544,1923660000000000.0,8000029,7984437,100.0,100.0
4858,1952860000000000.0,8002262,8000124,20.0,1.0
7901,1901520000000000.0,7992222,7976503,20.0,49.0
1077,1930100000000000.0,7988263,6433304,100.0,1.0
4363,1946460000000000.0,8000029,7990560,100.0,1.0
770,1926480000000000.0,8000000,7760636,10.0,10.0
249,1913590000000000.0,7976719,7967914,1.0,1.0
7239,1956470000000000.0,8000029,7992727,10.0,104.0
3419,1907400000000000.0,8000029,5404272,1.0,10.0
4976,1938550000000000.0,8003919,7985272,0.1,10.0
4544,1965480000000000.0,8000029,7787310,1.0,15.0
5565,1926950000000000.0,7999955,7982781,10.0,10.0
7939,1896870000000000.0,8000029,7998033,10.0,120.0
716,1920870000000000.0,8001024,7998596,10.0,1.0
8568,1867140000000000.0,7968912,6645630,10.0,1.0
2048,1960060000000000.0,7995959,2296986,1.0,1.0
5997,1911750000000000.0,8000029,7997922,1.0,1.0
6600,1931160000000000.0,7992222,7975578,10.0,10.0
7245,1953600000000000.0,8000029,7999256,120.0,100.0
4178,1932360000000000.0,7988337,7975350,10.0,1.0
4809,1955750000000000.0,7999992,7985840,104.0,1.0
8414,1875440000000000.0,8003898,7998291,10.0,10.0
7140,1938450000000000.0,8000029,7951535,1.0,20.0
7190,1954590000000000.0,8000029,7667076,10.0,10.0
1460,1946020000000000.0,7999992,7936132,10.0,10.0
5989,1916430000000000.0,7984470,7965725,0.1,0.1
2000,1940080000000000.0,7980581,7978222,2.0,1.0
8175,1893050000000000.0,8000029,7987100,20.0,100.0
404,1910700000000000.0,8003839,7989526,10.0,1.0
384,1906050000000000.0,7992222,7972876,1.0,10.0
8419,1879100000000000.0,7965027,7941457,10.0,10.0
1633,1938350000000000.0,7999992,4796451,10.0,1.0
8482,1863530000000000.0,8003913,7944765,20.0,21.0
4784,1967270000000000.0,8000029,833474,1.0,1.0
8390,1880960000000000.0,8003889,7989685,1.0,10.0
6970,1920620000000000.0,8000029,7980676,10.0,10.0
3925,1925880000000000.0,8000000,7961806,1.0,1.0
4158,1930480000000000.0,7984470,1839925,10.0,1.0
7449,1983300000000000.0,8000029,7963197,10.0,0.1
2193,1968610000000000.0,7992185,6426920,10.0,1.0
1015,1937690000000000.0,7976682,7957078,40.0,10.0
5124,1929040000000000.0,7992185,5283802,1.0,10.0
7418,1983320000000000.0,7992222,4125610,1.0,10.0
7409,1977520000000000.0,7999992,7988193,1.0,0.1
2871,1949150000000000.0,8000029,7984753,10.0,10.0
9,1901610000000000.0,8000029,874895,1.0,1.0
1838,1933540000000000.0,7992222,2380673,10.0,10.0
4804,1960530000000000.0,7992222,7992030,10.0,10.0
255,1917330000000000.0,8000000,992451,21.0,1.0
7026,1928120000000000.0,7992185,7954423,1.0,0.1
5713,1911880000000000.0,8000029,7982459,10.0,15.8125
3324,1890740000000000.0,7992222,7977291,10.0,100.0
7714,1941020000000000.0,8007172,7995651,10.0,104.0
1581,1937440000000000.0,8000029,4619927,10.0,1.0
924,1942480000000000.0,8015257,7984829,1.0,10.0
2779,1972190000000000.0,7992222,7977621,1.0,40.0
7891,1906180000000000.0,7976682,7970641,10.0,10.0
6132,1929520000000000.0,8003910,7993910,1.0,0.1
5320,1913930000000000.0,7961142,7952000,2.0,130.0
7312,1955470000000000.0,8000029,5711157,10.0,1.0
7102,1925260000000000.0,7957220,7945777,10.0,100.0
6042,1920150000000000.0,8007778,8002279,10.0,10.0
3775,1886830000000000.0,8000000,3158020,10.0,10.0
4835,1947150000000000.0,8003934,7983321,10.0,10.0
4964,1935710000000000.0,7992148,7973812,20.0,1.0
539,1902270000000000.0,8000029,6859490,1.0,1.0
7483,1995930000000000.0,7996070,4142187,1.0,0.1
2745,1978960000000000.0,7976645,7976010,1.0,10.0
3719,1887780000000000.0,8000029,7973960,10.0,1.0
6819,1896450000000000.0,7968912,7960707,100.0,10.0
4468,1950220000000000.0,8000029,7946741,10.0,1.0
667,1914330000000000.0,7988263,2633568,10.0,0.1
7575,1980350000000000.0,8003908,7999261,20.0,104.0
5063,1936610000000000.0,7992222,6247081,1.0,100.0
1353,1948930000000000.0,7981764,7965890,10.0,10.0
7114,1930910000000000.0,7984470,7980308,10.0,10.0
8677,1883580000000000.0,7990742,7988143,10.0,1.0
2703,1995490000000000.0,8000000,7963646,10.0,1.0
3330,1891660000000000.0,7992222,6877613,1.0,1.0
8053,1879290000000000.0,8003810,7487391,10.0,20.0
3584,1886900000000000.0,8000029,5988582,10.0,10.0
8379,1875460000000000.0,8000029,7683845,10.0,10.0
5645,1925980000000000.0,7961142,7955253,10.0,1.0
3376,1887950000000000.0,8000029,7993793,20.0,20.0
1256,1930970000000000.0,8003856,7982597,1.0,10.34375
6190,1937990000000000.0,8000000,7996826,20.0,1.0
5348,1908310000000000.0,8003879,7999899,1.0,18.0
4175,1930470000000000.0,8000029,7988834,1.0,10.0
4910,1939520000000000.0,7992222,7975807,10.0,1.0
1852,1942050000000000.0,8000029,1285833,10.0,0.1
6316,1928490000000000.0,8000029,7940907,10.0,10.0
8750,1884450000000000.0,8000029,7991940,20.0,20.0
2105,1965780000000000.0,8000029,396443,1.0,1.0
133,1907140000000000.0,7999992,1565113,1.0,10.0
5029,1944220000000000.0,7984415,7968422,100.0,10.0
928,1943430000000000.0,8023006,3920118,1.0,1.0
823,1944430000000000.0,8003359,3754697,1.0,10.0
7576,1978410000000000.0,8007810,8005595,140.0,20.0
1531,1934610000000000.0,7984452,7969723,1.0,10.0
1214,1925330000000000.0,8000029,7925169,1.0,1.0
504,1900420000000000.0,8000029,2068977,10.0,1.0
6530,1922720000000000.0,7999992,7979223,100.0,40.0
3072,1951900000000000.0,8000029,2999035,1.0,1.0
6619,1929270000000000.0,7992222,7972308,10.0,10.0
3709,1891480000000000.0,8000029,7227302,1.0,100.0
4849,1954770000000000.0,7994442,7974062,1.0,10.0
4748,1966330000000000.0,8003912,7997205,10.0,1.0
4268,1954140000000000.0,7996144,7958217,100.0,1.0
8773,1877090000000000.0,8000000,7982805,1.0,10.0
4186,1935190000000000.0,7996144,7951248,1.0,10.0
5301,1913000000000000.0,8000029,7989392,10.0,1.0
2923,1950070000000000.0,7999988,7954099,1.0,1.0
6588,1921760000000000.0,8000029,7996379,10.0,10.0
1810,1953490000000000.0,7999992,6686054,10.0,1.0
3486,1894350000000000.0,8000029,7979844,1.0,1.0
7419,1979450000000000.0,7999992,7979741,10.0,1.0
3141,1939500000000000.0,8003909,7994087,120.0,1.0
1324,1946090000000000.0,8000029,7952942,1.0,147.0
4312,1942680000000000.0,8007482,8003029,140.0,10.0
7494,1994950000000000.0,8000029,7139835,1.0,10.0
8435,1880010000000000.0,8000029,6229156,20.0,10.0
5541,1925090000000000.0,8000000,7979924,1.0,10.0
6172,1931380000000000.0,8000029,7980685,0.1,1.0
1540,1934610000000000.0,7988300,3068530,1.0,0.1
2681,1992580000000000.0,7992222,7986002,1.0,10.0
8777,1871590000000000.0,7992222,7988095,20.0,10.0
6313,1927550000000000.0,8000029,7986810,100.0,1.0
1191,1919710000000000.0,8000029,5755231,10.0,10.0
5293,1909270000000000.0,8000029,7997699,1.0,10.0
1542,1934610000000000.0,7972760,7926960,1.0,1.0
7056,1929990000000000.0,8000029,7975922,10.0,10.0
2539,1989730000000000.0,8000029,7978385,100.0,1.0
953,1954850000000000.0,8000029,7996275,1.0,1.0
7241,1953600000000000.0,7999992,7986340,1.0,1.0
6731,1905790000000000.0,7996144,7993310,20.0,1.0
4846,1952860000000000.0,8000029,5486442,10.0,1.0
6801,1895530000000000.0,8003929,7992809,1.0,10.0
8010,1885750000000000.0,8003931,7992484,100.0,20.0
4330,1948370000000000.0,7996107,7986933,20.0,1.0
5334,1905520000000000.0,7999992,7996752,10.0,1.0
7330,1951640000000000.0,8000000,7980956,1.0,20.0
4729,1967300000000000.0,7976682,7958569,1.0,20.0
6541,1925540000000000.0,7996070,7979057,23.0,10.0
5305,1913000000000000.0,7996070,7916614,1.0,20.0
5161,1929030000000000.0,7992185,6004499,1.0,10.0
7860,1914590000000000.0,8000029,7984233,100.0,100.0
2156,1959990000000000.0,8000029,7981475,10.0,100.0
1062,1929160000000000.0,8003914,7975822,21.0,100.0
1167,1914100000000000.0,7976682,7965166,10.0,10.0
3636,1895200000000000.0,8000029,451218,10.0,1.0
7651,1956280000000000.0,7984452,7969228,10.0,100.0
5588,1924120000000000.0,8003905,7997249,1.0,1.0
7192,1948860000000000.0,8000029,7996476,100.0,10.0
4491,1958810000000000.0,7999992,2753848,12.0,1.0
7266,1957410000000000.0,8003913,7987955,1.0,1.0
4980,1941390000000000.0,7976682,2166501,10.0,13.0001
8335,1876390000000000.0,8000038,7995715,10.0,100.0
8839,1892690000000000.0,8000029,4565499,10.0,2.0
4946,1936670000000000.0,7999992,2005357,10.0,10.0
2782,1968340000000000.0,7999988,7991235,10.0,10.0
717,1920870000000000.0,8000029,2520739,1.0,10.0
2502,1995590000000000.0,8000000,1419255,100.0,10.0
4360,1948360000000000.0,8000029,7979665,1.0,20.0
4171,1932360000000000.0,7996107,7979036,20.0,1.0
8082,1884790000000000.0,7996144,7972007,10.0,10.0
8862,1896370000000000.0,8003794,7950868,20.0,40.0
395,1909770000000000.0,7996107,7986471,1.0,1.0
7186,1954590000000000.0,8000029,7912868,1.0,1.0
8722,1884480000000000.0,8007773,8001962,1.0,1.0
4492,1959760000000000.0,8000029,7622500,10.0,12.0
1365,1944170000000000.0,7966211,7948338,21.0,1.0
8456,1870850000000000.0,7996144,7981487,120.0,20.0
5917,1917410000000000.0,8003933,7983386,10.0,20.0
4968,1936660000000000.0,7992111,7979310,1.0,1.0
2914,1948170000000000.0,8000000,1756648,20.0,1.0
5644,1925040000000000.0,7968912,7951997,1.0,10.0
3766,1883150000000000.0,7997254,7989480,1.0,1.0
3440,1900870000000000.0,7972834,7921606,20.0,120.0
7357,1964060000000000.0,8000029,5533037,10.0,12.0
6806,1897380000000000.0,8003870,7995618,10.0,10.0
2143,1959040000000000.0,7992222,5239972,40.0,1.0
5104,1928100000000000.0,8003914,7984155,20.0,100.0
5073,1930940000000000.0,7996107,7943366,10.0,100.0
1571,1935550000000000.0,7992222,1942777,10.0,10.0
4079,1921120000000000.0,7992222,7972165,10.0,10.0
1122,1913180000000000.0,8000000,7994696,10.0,13.000100999999999
2786,1956820000000000.0,8003912,7993687,1.0,1.0
2967,1947190000000000.0,8007785,7987595,140.0,1.0
2504,1997540000000000.0,7984452,232454,0.1,20.0
5988,1914560000000000.0,7976682,7968545,0.1,0.1
7164,1941280000000000.0,8000029,7993466,1.0,1.0
728,1919920000000000.0,7992222,7826731,100.0,10.0
7587,1969730000000000.0,7992259,7990427,100.0,10.0
7543,1986180000000000.0,8000029,7988766,100.0,1.0
412,1906040000000000.0,7999918,7924775,10.0,10.0
5745,1911870000000000.0,8000029,6609559,10.0,10.0
7668,1949590000000000.0,8000029,6591317,10.0,104.0
